NODE,Si
14424,0.2498
14425,0.0963
14426,0.1371
14427,0.1595
14428,0.2347
14429,0.2718
14430,0.2846
14431,0.2914
14432,0.1092
14433,0.0659
14434,0.0565
14435,0.0444
14436,0.0332
14469,0.0214
14470,0.0276
14471,0.0328
14472,0.0398
14473,0.0484
14474,0.1464
14475,0.1591
14476,0.252
14477,0.2398
14478,0.203
14479,0.0394
14480,0.0727
14481,0.0903
14482,0.1247
14483,0.2651
14484,0.2813
14485,0.2708
14486,0.2467
14487,0.1717
14488,0.096
14489,0.1079
14490,0.0403
14491,0.0325
14492,0.0268
14529,0.0124
14530,0.0128
14531,0.0127
14532,0.014
14533,0.0173
14534,0.0256
14535,0.0321
14536,0.0671
14537,0.1318
14538,0.2136
14539,0.2747
14540,0.2498
14541,0.0963
14542,0.1374
14543,0.1594
14544,0.2355
14545,0.272
14546,0.2863
14547,0.2977
14548,0.1135
14549,0.0621
14550,0.0472
14551,0.0422
14552,0.036
14585,0.0216
14586,0.0283
14587,0.0332
14588,0.04
14589,0.0481
14590,0.1436
14591,0.1585
14592,0.252
14593,0.2393
14594,0.203
14595,0.0394
14596,0.0739
14597,0.0922
14598,0.1231
14599,0.2632
14600,0.2827
14601,0.2738
14602,0.2488
14603,0.1711
14604,0.0953
14605,0.1043
14606,0.0331
14607,0.0245
14608,0.0213
14645,0.0125
14646,0.013
14647,0.0129
14648,0.0142
14649,0.0172
14650,0.025
14651,0.032
14652,0.0662
14653,0.1301
14654,0.211
14655,0.2736
14656,0.2506
14657,0.0976
14658,0.1373
14659,0.1592
14660,0.2354
14661,0.2723
14662,0.2871
14663,0.2981
14664,0.1135
14665,0.0621
14666,0.0472
14667,0.0422
14668,0.036
14701,0.0215
14702,0.0283
14703,0.0332
14704,0.04
14705,0.0481
14706,0.1436
14707,0.1585
14708,0.252
14709,0.2393
14710,0.203
14711,0.0394
14712,0.0727
14713,0.0903
14714,0.1247
14715,0.2651
14716,0.2815
14717,0.2714
14718,0.2467
14719,0.1712
14720,0.0959
14721,0.1079
14722,0.0403
14723,0.0325
14724,0.0268
14761,0.0124
14762,0.0128
14763,0.0127
14764,0.014
14765,0.0172
14766,0.0256
14767,0.0321
14768,0.0671
14769,0.1318
14770,0.2136
14771,0.2747
14772,0.2498
14773,0.0963
14774,0.1374
14775,0.1593
14776,0.2355
14777,0.2719
14778,0.2863
14779,0.2977
14780,0.1135
14781,0.0621
14782,0.0472
14783,0.0422
14784,0.036
14817,0.0215
14818,0.0283
14819,0.0332
14820,0.04
14821,0.048
14822,0.1436
14823,0.1585
14824,0.252
14825,0.2393
14826,0.203
14827,0.0394
14828,0.0718
14829,0.0979
14830,0.1479
14831,0.2154
14832,0.1922
14833,0.2688
14834,0.2426
14835,0.1697
14836,0.0971
14837,0.1078
14838,0.0411
14839,0.0327
14840,0.027
14877,0.0117
14878,0.0092
14879,0.0078
14880,0.0202
14881,0.0156
14882,0.02
14883,0.0251
14884,0.0437
14885,0.0905
14886,0.2591
14887,0.2795
14888,0.25
14889,0.0961
14890,0.1366
14891,0.1589
14892,0.2353
14893,0.2712
14894,0.2851
14895,0.2946
14896,0.1106
14897,0.0655
14898,0.0562
14899,0.0442
14900,0.0332
14933,0.0216
14934,0.0284
14935,0.0332
14936,0.0401
14937,0.048
14938,0.1436
14939,0.1585
14940,0.252
14941,0.2394
14942,0.203
14943,0.0394
14944,0.0734
14945,0.0916
14946,0.1258
14947,0.1987
14948,0.1889
14949,0.274
14950,0.2445
14951,0.1717
14952,0.096
14953,0.1086
14954,0.0404
14955,0.0325
14956,0.0268
14993,0.0123
14994,0.0128
14995,0.0128
14996,0.014
14997,0.0172
14998,0.0255
14999,0.0321
15000,0.0671
15001,0.1317
15002,0.2135
15003,0.2748
15004,0.2498
15005,0.0964
15006,0.1335
15007,0.1195
15008,0.1772
15009,0.3201
15010,0.2932
15011,0.3036
15012,0.1139
15013,0.0622
15014,0.0471
15015,0.0418
15016,0.0361
15049,0.022
15050,0.0288
15051,0.0335
15052,0.0399
15053,0.0494
15054,0.1683
15055,0.199
15056,0.224
15057,0.2361
15058,0.2032
15059,0.0392
15060,0.0727
15061,0.0902
15062,0.1247
15063,0.265
15064,0.2814
15065,0.2713
15066,0.2467
15067,0.1712
15068,0.0958
15069,0.1079
15070,0.0404
15071,0.0325
15072,0.0268
15109,0.0123
15110,0.0128
15111,0.0128
15112,0.014
15113,0.0172
15114,0.0255
15115,0.0321
15116,0.0671
15117,0.1318
15118,0.2136
15119,0.2747
15120,0.2497
15121,0.0962
15122,0.1339
15123,0.1547
15124,0.2304
15125,0.2681
15126,0.2877
15127,0.313
15128,0.1453
15129,0.0971
15130,0.077
15131,0.0539
15132,0.0351
15165,0.0198
15166,0.0261
15167,0.0336
15168,0.0462
15169,0.059
15170,0.0675
15171,0.0901
15172,0.2695
15173,0.2453
15174,0.2119
15175,0.0373
15176,0.1417
15177,0.1395
15178,0.1636
15179,0.271
15180,0.2886
15181,0.2987
15182,0.1622
15183,0.1485
15184,0.0531
15185,0.047
15186,0.0435
15187,0.0328
15188,0.0202
15225,0.0077
15226,0.0127
15227,0.0156
15228,0.0148
15229,0.0134
15230,0.0125
15231,0.0141
15232,0.0661
15233,0.1009
15234,0.2374
15235,0.2717
15236,0.3083
15237,0.065
15238,0.1785
15239,0.2264
15240,0.2702
15241,0.2716
15242,0.2549
15243,0.2084
15244,0.1693
15245,0.1252
15246,0.0822
15247,0.0595
15248,0.0411
15281,0.0188
15282,0.027
15283,0.0377
15284,0.0579
15285,0.0856
15286,0.1281
15287,0.1601
15288,0.2184
15289,0.2064
15290,0.1976
15291,0.037
15292,0.1489
15293,0.1488
15294,0.1557
15295,0.1976
15296,0.2542
15297,0.3008
15298,0.1664
15299,0.157
15300,0.0551
15301,0.0458
15302,0.0404
15303,0.0299
15304,0.0202
15341,0.0093
15342,0.0103
15343,0.0096
15344,0.0104
15345,0.0127
15346,0.0213
15347,0.0332
15348,0.066
15349,0.1083
15350,0.2242
15351,0.271
15352,0.3076
15353,0.065
15354,0.0946
15355,0.0729
15356,0.084
15357,0.3005
15358,0.1862
15359,0.1453
15360,0.1183
15361,0.0971
15362,0.0769
15363,0.063
15364,0.0429
15397,0.0175
15398,0.0209
15399,0.026
15400,0.0421
15401,0.0633
15402,0.1681
15403,0.1738
15404,0.244
15405,0.2059
15406,0.1964
15407,0.037
15408,0.0696
15409,0.0625
15410,0.0916
15411,0.242
15412,0.1755
15413,0.2043
15414,0.1055
15415,0.0915
15416,0.0738
15417,0.0824
15418,0.0369
15419,0.0279
15420,0.0212
15457,0.0096
15458,0.0139
15459,0.0165
15460,0.0182
15461,0.021
15462,0.026
15463,0.0297
15464,0.0536
15465,0.0994
15466,0.2393
15467,0.2551
15468,0.268
15469,0.0573
15470,0.0158
15471,0.0184
15472,0.0235
15473,0.025
15474,0.0275
15475,0.1036
15476,0.1238
15477,0.1307
15478,0.1206
15479,0.0984
15480,0.0905
15481,0.0749
15482,0.0547
15483,0.0398
15484,0.0271
15519,0.0208
15520,0.026
15521,0.0314
15522,0.0481
15523,0.0732
15524,0.1116
15525,0.1548
15526,0.1873
15527,0.215
15528,0.2114
15529,0.1727
15530,0.1258
15531,0.1093
15532,0.0486
15533,0.0084
15534,0.0335
15535,0.0253
15536,0.0247
15537,0.0729
15538,0.0783
15539,0.0928
15540,0.0516
15541,0.0481
15542,0.0158
15543,0.013
15544,0.0112
15545,0.008
15546,0.0057
15583,0.018
15584,0.0288
15585,0.0385
15586,0.039
15587,0.0361
15588,0.0436
15589,0.0496
15590,0.0636
15591,0.125
15592,0.6114
15593,0.3985
15594,0.5111
15595,0.1657
15596,0.029
15597,0.0226
15598,0.0264
15599,0.1116
15600,0.0917
15601,0.0712
15602,0.0544
15603,0.041
15604,0.0281
15605,0.0189
15606,0.0118
15639,0.0326
15640,0.0414
15641,0.0516
15642,0.0821
15643,0.1171
15644,0.1748
15645,0.252
15646,0.4339
15647,0.4776
15648,0.4256
15649,0.1778
15650,0.0294
15651,0.0287
15652,0.0364
15653,0.056
15654,0.0792
15655,0.0944
15656,0.0517
15657,0.0491
15658,0.0162
15659,0.0137
15660,0.0131
15661,0.0101
15662,0.0065
15699,0.019
15700,0.0252
15701,0.0291
15702,0.0276
15703,0.0253
15704,0.0309
15705,0.041
15706,0.0884
15707,0.1519
15708,0.5278
15709,0.5252
15710,0.4649
15711,0.2476
15712,0.0293
15713,0.0226
15714,0.026
15715,0.093
15716,0.0579
15717,0.0457
15718,0.0379
15719,0.0311
15720,0.0238
15721,0.0189
15722,0.014
15755,0.0377
15756,0.0445
15757,0.0537
15758,0.0851
15759,0.1203
15760,0.1798
15761,0.267
15762,0.4831
15763,0.4795
15764,0.4238
15765,0.1767
15766,0.0262
15767,0.0195
15768,0.0266
15769,0.0798
15770,0.0606
15771,0.0679
15772,0.0318
15773,0.027
15774,0.0217
15775,0.0244
15776,0.0111
15777,0.0081
15778,0.0061
15815,0.0163
15816,0.0245
15817,0.0298
15818,0.0282
15819,0.0252
15820,0.0233
15821,0.0264
15822,0.1255
15823,0.1934
15824,0.494
15825,0.5191
15826,0.4653
15827,0.2477
15828,0.0567
15829,0.072
15830,0.0857
15831,0.0855
15832,0.0788
15833,0.0604
15834,0.0425
15835,0.0269
15836,0.0162
15837,0.0147
15838,0.0132
15871,0.0415
15872,0.0488
15873,0.0529
15874,0.0731
15875,0.0991
15876,0.3341
15877,0.3983
15878,0.4442
15879,0.4678
15880,0.4079
15881,0.1611
15882,0.023
15883,0.0288
15884,0.0384
15885,0.0819
15886,0.0879
15887,0.0851
15888,0.0773
15889,0.0532
15890,0.0297
15891,0.0323
15892,0.0103
15893,0.0076
15894,0.0066
15931,0.0266
15932,0.025
15933,0.0248
15934,0.0274
15935,0.033
15936,0.048
15937,0.0614
15938,0.1269
15939,0.2497
15940,0.4047
15941,0.5249
15942,0.4809
15943,0.2906
15944,0.0426
15945,0.0495
15946,0.0731
15947,0.0847
15948,0.0892
15949,0.0925
15950,0.0353
15951,0.0192
15952,0.0146
15953,0.0131
15954,0.0113
15987,0.0432
15988,0.0543
15989,0.0637
15990,0.0768
15991,0.0922
15992,0.2755
15993,0.3042
15994,0.4836
15995,0.4592
15996,0.3925
15997,0.1456
15998,0.0227
15999,0.0282
16000,0.0389
16001,0.0824
16002,0.0875
16003,0.0844
16004,0.0767
16005,0.0532
16006,0.0299
16007,0.0335
16008,0.0126
16009,0.0101
16010,0.0084
16047,0.0262
16048,0.0246
16049,0.0245
16050,0.0269
16051,0.0331
16052,0.0491
16053,0.0617
16054,0.1288
16055,0.2528
16056,0.4097
16057,0.5271
16058,0.4792
16059,0.2878
16060,0.0427
16061,0.0496
16062,0.0733
16063,0.0846
16064,0.0891
16065,0.0924
16066,0.0353
16067,0.0193
16068,0.0147
16069,0.0132
16070,0.0112
16103,0.0434
16104,0.0544
16105,0.0637
16106,0.0768
16107,0.0922
16108,0.2754
16109,0.3042
16110,0.4835
16111,0.4592
16112,0.3925
16113,0.1456
16114,0.0223
16115,0.0307
16116,0.0459
16117,0.0565
16118,0.0647
16119,0.0655
16120,0.0678
16121,0.056
16122,0.0394
16123,0.0401
16124,0.0129
16125,0.0102
16126,0.0084
16163,0.0259
16164,0.0231
16165,0.0215
16166,0.0253
16167,0.0289
16168,0.0384
16169,0.0486
16170,0.0823
16171,0.175
16172,0.5042
16173,0.5362
16174,0.4797
16175,0.2871
16176,0.0424
16177,0.0494
16178,0.0731
16179,0.0843
16180,0.0886
16181,0.0915
16182,0.0344
16183,0.0203
16184,0.0175
16185,0.0137
16186,0.0103
16219,0.0432
16220,0.0543
16221,0.0637
16222,0.0768
16223,0.0922
16224,0.2754
16225,0.3042
16226,0.4835
16227,0.4592
16228,0.3924
16229,0.1456
16230,0.0228
16231,0.0285
16232,0.0392
16233,0.0619
16234,0.0589
16235,0.0852
16236,0.076
16237,0.0534
16238,0.0299
16239,0.0338
16240,0.0126
16241,0.0101
16242,0.0084
16279,0.0261
16280,0.0245
16281,0.0244
16282,0.0269
16283,0.0331
16284,0.0491
16285,0.0616
16286,0.1287
16287,0.2527
16288,0.4097
16289,0.5272
16290,0.4794
16291,0.288
16292,0.0414
16293,0.0372
16294,0.0551
16295,0.0994
16296,0.0911
16297,0.0943
16298,0.0354
16299,0.0193
16300,0.0146
16301,0.013
16302,0.0112
16335,0.0441
16336,0.0552
16337,0.0643
16338,0.0767
16339,0.0949
16340,0.3229
16341,0.3819
16342,0.4298
16343,0.453
16344,0.3927
16345,0.1467
16346,0.0226
16347,0.0281
16348,0.0388
16349,0.0824
16350,0.0875
16351,0.0843
16352,0.0767
16353,0.0532
16354,0.0298
16355,0.0335
16356,0.0125
16357,0.0101
16358,0.0083
16395,0.0261
16396,0.0245
16397,0.0244
16398,0.0269
16399,0.0331
16400,0.0491
16401,0.0617
16402,0.1288
16403,0.2528
16404,0.4098
16405,0.5271
16406,0.4792
16407,0.2878
16408,0.0427
16409,0.0495
16410,0.0732
16411,0.0845
16412,0.089
16413,0.0925
16414,0.0353
16415,0.0193
16416,0.0147
16417,0.0131
16418,0.0112
16451,0.0431
16452,0.0543
16453,0.0637
16454,0.0768
16455,0.0922
16456,0.2755
16457,0.3042
16458,0.4835
16459,0.4592
16460,0.3924
16461,0.1456
16462,0.023
16463,0.0287
16464,0.0383
16465,0.0818
16466,0.0878
16467,0.0851
16468,0.0773
16469,0.0532
16470,0.0296
16471,0.0324
16472,0.0103
16473,0.0076
16474,0.0066
16511,0.0265
16512,0.0249
16513,0.0248
16514,0.0273
16515,0.033
16516,0.048
16517,0.0614
16518,0.1269
16519,0.2496
16520,0.4048
16521,0.5248
16522,0.4809
16523,0.2906
16524,0.0426
16525,0.0495
16526,0.0731
16527,0.0846
16528,0.0892
16529,0.0926
16530,0.0353
16531,0.0193
16532,0.0147
16533,0.0131
16534,0.0112
16567,0.0431
16568,0.0543
16569,0.0637
16570,0.0768
16571,0.0922
16572,0.2755
16573,0.3042
16574,0.4835
16575,0.4592
16576,0.3924
16577,0.1456
16578,0.0226
16579,0.0281
16580,0.0388
16581,0.0824
16582,0.0875
16583,0.0843
16584,0.0767
16585,0.0532
16586,0.0298
16587,0.0335
16588,0.0125
16589,0.0101
16590,0.0083
16627,0.0262
16628,0.0246
16629,0.0244
16630,0.0269
16631,0.0331
16632,0.0491
16633,0.0617
16634,0.1288
16635,0.2528
16636,0.4098
16637,0.5271
16638,0.4792
16639,0.2878
16640,0.0426
16641,0.0496
16642,0.0729
16643,0.0844
16644,0.0884
16645,0.0906
16646,0.034
16647,0.0205
16648,0.0176
16649,0.0139
16650,0.0104
16683,0.043
16684,0.0532
16685,0.0631
16686,0.0764
16687,0.0929
16688,0.2809
16689,0.3052
16690,0.4834
16691,0.4602
16692,0.3924
16693,0.1459
16694,0.0226
16695,0.0281
16696,0.0387
16697,0.0824
16698,0.0874
16699,0.0841
16700,0.0767
16701,0.0533
16702,0.0298
16703,0.0335
16704,0.0125
16705,0.0101
16706,0.0083
16743,0.0262
16744,0.0246
16745,0.0244
16746,0.0269
16747,0.0331
16748,0.0491
16749,0.0617
16750,0.1288
16751,0.2528
16752,0.4095
16753,0.5267
16754,0.4792
16755,0.2882
16756,0.0632
16757,0.0942
16758,0.0801
16759,0.0753
16760,0.0689
16761,0.055
16762,0.0405
16763,0.0445
16764,0.0085
16765,0.0071
16766,0.007
16799,0.0349
16800,0.0414
16801,0.0535
16802,0.167
16803,0.1741
16804,0.2369
16805,0.3271
16806,0.3569
16807,0.3555
16808,0.2952
16809,0.0885
16822,0.0463
16823,0.0591
16824,0.0751
16825,0.1198
16826,0.1745
16827,0.2153
16828,0.2333
16829,0.2595
16830,0.2709
16831,0.2339
16832,0.0646
16833,0.036
16834,0.0421
16835,0.0489
16836,0.0574
16837,0.0645
16838,0.0581
16839,0.0476
16840,0.0311
16841,0.0165
16842,0.0136
16843,0.0113
16853,0.0234
16854,0.0311
16855,0.045
16856,0.0776
16857,0.1084
16858,0.1315
16859,0.1487
16860,0.1421
16861,0.1313
16862,0.1081
16863,0.0439
16864,0.0185
16865,0.0218
16866,0.0253
16867,0.0293
16868,0.0323
16869,0.028
16870,0.0207
16871,0.012
16872,0.0064
16873,0.0109
16874,0.004
16884,0.036
16885,0.0907
16886,0.0851
16887,0.1757
16888,0.2197
16889,0.2357
16890,0.2375
16891,0.2561
16892,0.2656
16893,0.23
16894,0.062
16895,0.0358
16896,0.0414
16897,0.0469
16898,0.0508
16899,0.0525
16900,0.0548
16901,0.0536
16902,0.044
16903,0.019
16904,0.0228
16905,0.0093
31412,0.0196
31428,0.0229
31433,0.0208
31443,0.0215
31745,0.0228
31757,0.0248
31765,0.0223
31774,0.0131
31782,0.0129
31783,0.016
31784,0.009
31785,0.0212
31786,0.0234
31787,0.0552
31788,0.0293
31901,0.0078
31902,0.0182
31903,0.0204
31904,0.0203
31905,0.0579
31906,0.0537
31907,0.0622
31908,0.0701
31909,0.0612
31910,0.0508
31911,0.043
31912,0.0359
31913,0.0181
31914,0.0228
31915,0.0977
31916,0.1329
31917,0.279
31918,0.3505
31919,0.3974
31920,0.2778
31921,0.2727
31922,0.1207
31923,0.0513
31924,0.0406
31925,0.024
32036,0.0193
32037,0.0243
32038,0.0089
32039,0.0189
32040,0.0226
32041,0.0561
32042,0.0631
32151,0.0155
32152,0.0341
32153,0.0353
32154,0.0403
32155,0.0577
32156,0.0501
32157,0.0697
32158,0.0607
32159,0.0623
32160,0.0594
32161,0.0689
32162,0.0545
32163,0.0238
32164,0.1134
32165,0.3626
32166,0.4365
32167,0.584
32168,0.4936
32169,0.4764
32170,0.2669
32171,0.1258
32172,0.1308
32173,0.0307
32298,0.0366
32299,0.0401
32300,0.014
32301,0.0287
32302,0.0352
32303,0.0953
32304,0.128
32429,0.0102
32430,0.0323
32431,0.0368
32432,0.0339
32433,0.0387
32434,0.05
32435,0.0829
32436,0.0786
32437,0.0716
32438,0.0696
32439,0.0643
32440,0.059
32441,0.0201
32442,0.0751
32443,0.3076
32444,0.4062
32445,0.5334
32446,0.4906
32447,0.5591
32448,0.2276
32449,0.09
32450,0.0741
32451,0.0385
32578,0.0371
32579,0.0442
32580,0.0128
32581,0.0359
32582,0.0367
32583,0.1014
32584,0.1117
32705,0.0118
32706,0.0311
32707,0.0335
32708,0.0321
32709,0.0332
32710,0.0383
32711,0.0885
32712,0.0917
32713,0.0894
32714,0.0623
32715,0.0881
32716,0.0531
32717,0.0331
32718,0.1126
32719,0.364
32720,0.4403
32721,0.5838
32722,0.4779
32723,0.3977
32724,0.3092
32725,0.0943
32726,0.1095
32727,0.0293
32852,0.0349
32853,0.0429
32854,0.0142
32855,0.0286
32856,0.0352
32857,0.0952
32858,0.1279
32983,0.0102
32984,0.0324
32985,0.0369
32986,0.0341
32987,0.039
32988,0.0505
32989,0.0832
32990,0.0784
32991,0.0712
32992,0.0693
32993,0.0642
32994,0.0589
32995,0.0201
32996,0.0751
32997,0.3076
32998,0.4062
32999,0.5334
33000,0.4905
33001,0.5589
33002,0.2271
33003,0.0902
33004,0.0806
33005,0.0384
33132,0.0366
33133,0.0443
33134,0.0132
33135,0.0358
33136,0.0304
33137,0.118
33138,0.1161
33259,0.0131
33260,0.0337
33261,0.0363
33262,0.0424
33263,0.0663
33264,0.0676
33265,0.0834
33266,0.0956
33267,0.0883
33268,0.0759
33269,0.0616
33270,0.0551
33271,0.0332
33272,0.1123
33273,0.3637
33274,0.4398
33275,0.5857
33276,0.4825
33277,0.4005
33278,0.3129
33279,0.0932
33280,0.1076
33281,0.0303
33402,0.0369
33403,0.0401
33404,0.014
33405,0.0343
33406,0.0352
33407,0.0952
33408,0.1279
33533,0.0109
33534,0.0349
33535,0.0391
33536,0.0352
33537,0.036
33538,0.0451
33539,0.0919
33540,0.0645
33541,0.0803
33542,0.0626
33543,0.0602
33544,0.0579
33545,0.0206
33546,0.0755
33547,0.3047
33548,0.4039
33549,0.5317
33550,0.49
33551,0.5718
33552,0.2327
33553,0.0899
33554,0.0782
33555,0.0363
33678,0.0354
33679,0.0405
33680,0.0098
33681,0.0351
33682,0.0362
33683,0.1013
33684,0.1123
33805,0.0153
33806,0.0339
33807,0.0354
33808,0.0424
33809,0.0664
33810,0.0679
33811,0.084
33812,0.0954
33813,0.0876
33814,0.0757
33815,0.0616
33816,0.0551
33817,0.0332
33818,0.1124
33819,0.3638
33820,0.4398
33821,0.5857
33822,0.4825
33823,0.4005
33824,0.3129
33825,0.09
33826,0.104
33827,0.0289
33952,0.0369
33953,0.04
33954,0.014
33955,0.0343
33956,0.0351
33957,0.0952
33958,0.128
34083,0.0102
34084,0.0323
34085,0.0368
34086,0.0339
34087,0.0387
34088,0.05
34089,0.083
34090,0.0785
34091,0.0714
34092,0.0695
34093,0.0643
34094,0.0589
34095,0.0211
34096,0.0751
34097,0.3076
34098,0.4062
34099,0.5334
34100,0.4905
34101,0.5589
34102,0.2271
34103,0.09
34104,0.0741
34105,0.0386
34232,0.0344
34233,0.0429
34234,0.0097
34235,0.0359
34236,0.0371
34237,0.1015
34238,0.1113
34359,0.0153
34360,0.0339
34361,0.0355
34362,0.0426
34363,0.067
34364,0.0677
34365,0.0832
34366,0.095
34367,0.0874
34368,0.0754
34369,0.0616
34370,0.055
34371,0.0332
34372,0.1127
34373,0.3638
34374,0.4329
34375,0.4926
34376,0.5187
34377,0.4864
34378,0.2996
34379,0.0872
34380,0.1223
34381,0.0213
34506,0.0385
34507,0.0368
34508,0.0147
34509,0.0336
34510,0.0271
34511,0.1096
34512,0.1226
34637,0.0102
34638,0.0323
34639,0.0368
34640,0.0341
34641,0.039
34642,0.0504
34643,0.0832
34644,0.0783
34645,0.0711
34646,0.0692
34647,0.064
34648,0.0587
34649,0.0211
34650,0.0751
34651,0.3076
34652,0.4062
34653,0.5334
34654,0.4914
34655,0.5611
34656,0.2275
34657,0.09
34658,0.0805
34659,0.0379
34786,0.0369
34787,0.0424
34788,0.0102
34789,0.0358
34790,0.0358
34791,0.1011
34792,0.113
34913,0.0149
34914,0.0327
34915,0.0343
34916,0.0424
34917,0.0663
34918,0.0676
34919,0.0834
34920,0.0955
34921,0.0883
34922,0.0759
34923,0.0616
34924,0.0551
34925,0.0332
34926,0.1124
34927,0.3638
34928,0.4398
34929,0.5858
34930,0.4825
34931,0.4005
34932,0.3129
34933,0.0898
34934,0.1039
34935,0.0289
35060,0.0369
35061,0.0402
35062,0.014
35063,0.0343
35064,0.0352
35065,0.0954
35066,0.1282
35191,0.0102
35192,0.0323
35193,0.0367
35194,0.0341
35195,0.039
35196,0.0511
35197,0.0879
35198,0.0916
35199,0.0867
35200,0.0777
35201,0.0652
35202,0.0575
35203,0.0212
35204,0.0765
35205,0.3105
35206,0.4153
35207,0.5698
35208,0.4884
35209,0.5572
35210,0.223
35211,0.0898
35212,0.0742
35213,0.0386
35340,0.0344
35341,0.044
35342,0.0097
35343,0.0325
35344,0.037
35345,0.1175
35346,0.1155
35467,0.0153
35468,0.0327
35469,0.0344
35470,0.0425
35471,0.0663
35472,0.0676
35473,0.0834
35474,0.0957
35475,0.0886
35476,0.0759
35477,0.0614
35478,0.0551
35479,0.0332
35480,0.1123
35481,0.3636
35482,0.4387
35483,0.5828
35484,0.4828
35485,0.4036
35486,0.3139
35487,0.0869
35488,0.122
35489,0.022
35614,0.0369
35615,0.04
35616,0.014
35617,0.0343
35618,0.0352
35619,0.0953
35620,0.1282
35745,0.0102
35746,0.0322
35747,0.0367
35748,0.0339
35749,0.0388
35750,0.0499
35751,0.0831
35752,0.0785
35753,0.0714
35754,0.0695
35755,0.0643
35756,0.0589
35757,0.0211
35758,0.0751
35759,0.3076
35760,0.4062
35761,0.5333
35762,0.4906
35763,0.559
35764,0.2276
35765,0.09
35766,0.0807
35767,0.0385
35894,0.0373
35895,0.0421
35896,0.0095
35897,0.0359
35898,0.0366
35899,0.1012
35900,0.112
36021,0.0154
36022,0.0327
36023,0.0344
36024,0.0424
36025,0.0661
36026,0.0676
36027,0.0835
36028,0.0956
36029,0.0883
36030,0.0759
36031,0.0616
36032,0.0551
36033,0.0332
36034,0.1124
36035,0.3638
36036,0.4398
36037,0.5858
36038,0.4825
36039,0.4005
36040,0.3129
36041,0.0867
36042,0.1221
36043,0.0215
36168,0.0369
36169,0.0401
36170,0.0141
36171,0.0342
36172,0.035
36173,0.095
36174,0.128
36299,0.0108
36300,0.0348
36301,0.0391
36302,0.0352
36303,0.036
36304,0.045
36305,0.092
36306,0.0645
36307,0.0803
36308,0.0626
36309,0.0602
36310,0.0578
36311,0.0206
36312,0.0755
36313,0.3047
36314,0.4039
36315,0.5316
36316,0.49
36317,0.5717
36318,0.2326
36319,0.0895
36320,0.0765
36321,0.0334
36448,0.033
36449,0.0379
36450,0.0116
36451,0.035
36452,0.0361
36453,0.1009
36454,0.1123
36571,0.0097
36572,0.0235
36573,0.0183
36574,0.0172
36575,0.0088
36576,0.0327
36577,0.0128
36578,0.0138
36579,0.016
36580,0.033
36581,0.0351
36582,0.0531
36583,0.0136
36712,0.005
36713,0.006
36714,0.0063
36715,0.0074
36716,0.01
36717,0.0111
36718,0.009
36719,0.032
36720,0.0322
36721,0.0463
36722,0.0459
36723,0.0492
36724,0.0252
36847,0.0099
36848,0.0236
36849,0.0184
36850,0.0172
36851,0.009
36852,0.0321
36853,0.0126
36854,0.0134
36855,0.0155
36856,0.0277
36857,0.0343
36858,0.0564
36859,0.0167
36988,0.0098
36989,0.0134
36990,0.0144
36991,0.0318
37118,0.0318
37119,0.0264
37120,0.049
37121,0.0455
37250,0.0049
37251,0.005
37252,0.0076
37253,0.0123
37254,0.0154
37255,0.0175
37256,0.0074
37257,0.0057
37258,0.0185
37259,0.0187
37260,0.0301
37261,0.0428
37262,0.0449
37263,0.049
37264,0.0227
37391,0.0208
37392,0.0276
37393,0.0216
37394,0.034
37395,0.0117
37396,0.0911
37397,0.111
37398,0.0208
37399,0.014
37400,0.015
37401,0.0175
37402,0.0284
37403,0.0299
37404,0.0356
37405,0.0195
37534,0.0183
37535,0.0184
37536,0.0158
37537,0.1465
37538,0.0215
37665,0.0227
37666,0.1538
37667,0.0219
37668,0.0317
37669,0.0366
37798,0.0096
37799,0.0096
37800,0.0087
37801,0.0098
37802,0.0134
37803,0.0165
37804,0.0177
37805,0.1528
37806,0.0258
37807,0.0381
37808,0.0395
37809,0.0424
37810,0.0229
37937,0.0231
37938,0.0259
37939,0.0191
37940,0.0309
37941,0.0113
37942,0.1503
37943,0.0111
37944,0.0148
37945,0.0194
37946,0.028
37947,0.0302
37948,0.0331
37949,0.0201
38078,0.0099
38079,0.0092
38080,0.0071
38081,0.0086
38082,0.0133
38083,0.0221
38084,0.0167
38085,0.1535
38086,0.0186
38087,0.0509
38088,0.0404
38089,0.0405
38090,0.0234
38217,0.0344
38218,0.0577
38219,0.0669
38220,0.1359
38221,0.2123
38222,0.2168
38223,0.2678
38224,0.3076
38225,0.2853
38226,0.2443
38227,0.198
38228,0.177
38229,0.1537
38230,0.0512
38231,0.1858
38232,0.2286
38233,0.3037
38234,0.2516
38235,0.2104
38236,0.1633
38237,0.0869
38238,0.098
38239,0.0291
38364,0.0708
38365,0.061
38366,0.0172
38367,0.1647
38368,0.0349
38369,0.0835
38370,0.0971
38495,0.0198
38496,0.0429
38497,0.0587
38498,0.1097
38499,0.1255
38500,0.1625
38501,0.2678
38502,0.2524
38503,0.2292
38504,0.223
38505,0.2064
38506,0.1892
38507,0.1011
38508,0.0602
38509,0.1527
38510,0.2117
38511,0.278
38512,0.2557
38513,0.2913
38514,0.1181
38515,0.0805
38516,0.0705
38517,0.0369
38582,0.0633
38583,0.0727
38584,0.0177
38585,0.1686
38586,0.0215
38587,0.1109
38588,0.0928
38647,0.0342
