NODE,Si
38648,0.0577
38649,0.067
38650,0.1368
38651,0.2155
38652,0.2179
38653,0.2677
38654,0.3055
38655,0.2812
38656,0.2426
38657,0.1982
38658,0.1771
38659,0.1583
38660,0.0514
38661,0.1859
38662,0.2257
38663,0.2572
38664,0.271
38665,0.2534
38666,0.156
38667,0.0872
38668,0.0982
38669,0.0292
38732,0.0716
38733,0.0583
38734,0.0175
38735,0.1618
38736,0.0264
38737,0.102
38738,0.0994
38801,0.0198
38802,0.0429
38803,0.0587
38804,0.1097
38805,0.1255
38806,0.1625
38807,0.2678
38808,0.2523
38809,0.2292
38810,0.223
38811,0.2063
38812,0.1892
38813,0.1011
38814,0.0602
38815,0.1527
38816,0.2117
38817,0.278
38818,0.2562
38819,0.2926
38820,0.1183
38821,0.0807
38822,0.0772
38823,0.0362
38888,0.0639
38889,0.0713
38890,0.0177
38891,0.1686
38892,0.0299
38893,0.093
38894,0.0871
38953,0.0343
38954,0.0577
38955,0.0669
38956,0.1364
38957,0.2134
38958,0.2175
38959,0.2682
38960,0.3073
38961,0.284
38962,0.2442
38963,0.1982
38964,0.1774
38965,0.1583
38966,0.0512
38967,0.1859
38968,0.2292
38969,0.3053
38970,0.2515
38971,0.2087
38972,0.1628
38973,0.0826
38974,0.0906
38975,0.0198
39038,0.0708
39039,0.061
39040,0.0171
39041,0.1647
39042,0.0347
39043,0.0833
39044,0.0972
39107,0.0197
39108,0.0429
39109,0.0584
39110,0.1097
39111,0.1254
39112,0.1648
39113,0.2826
39114,0.2949
39115,0.2791
39116,0.2501
39117,0.2099
39118,0.1851
39119,0.1013
39120,0.0597
39121,0.1543
39122,0.2165
39123,0.297
39124,0.2545
39125,0.2905
39126,0.1162
39127,0.0805
39128,0.0706
39129,0.0369
39194,0.066
39195,0.0741
39196,0.0192
39197,0.155
39198,0.0374
39199,0.0903
39200,0.0872
39259,0.0344
39260,0.0577
39261,0.0671
39262,0.1365
39263,0.2135
39264,0.2175
39265,0.2682
39266,0.3076
39267,0.2848
39268,0.244
39269,0.1974
39270,0.1772
39271,0.1582
39272,0.0512
39273,0.1858
39274,0.2286
39275,0.3037
39276,0.2516
39277,0.2104
39278,0.1633
39279,0.0873
39280,0.0984
39281,0.0301
39344,0.0709
39345,0.0611
39346,0.0171
39347,0.1647
39348,0.0347
39349,0.0834
39350,0.0973
39413,0.0196
39414,0.0429
39415,0.0584
39416,0.1092
39417,0.1246
39418,0.161
39419,0.267
39420,0.2529
39421,0.2299
39422,0.2239
39423,0.2071
39424,0.1898
39425,0.1012
39426,0.0602
39427,0.1526
39428,0.2117
39429,0.278
39430,0.2557
39431,0.2913
39432,0.118
39433,0.0806
39434,0.0706
39435,0.0369
39500,0.0645
39501,0.071
39502,0.0171
39503,0.1689
39504,0.0213
39505,0.1108
39506,0.0927
39565,0.0344
39566,0.0577
39567,0.0671
39568,0.1364
39569,0.2133
39570,0.2177
39571,0.2685
39572,0.3076
39573,0.2841
39574,0.2442
39575,0.1982
39576,0.1774
39577,0.1583
39578,0.0512
39579,0.1858
39580,0.2292
39581,0.3053
39582,0.2514
39583,0.2087
39584,0.1628
39585,0.0874
39586,0.0983
39587,0.0294
39650,0.0707
39651,0.0608
39652,0.017
39653,0.1646
39654,0.0347
39655,0.0834
39656,0.0973
39719,0.0176
39720,0.0552
39721,0.0599
39722,0.1048
39723,0.1153
39724,0.1557
39725,0.2859
39726,0.3022
39727,0.3248
39728,0.2018
39729,0.1925
39730,0.1843
39731,0.099
39732,0.0604
39733,0.1515
39734,0.2105
39735,0.2771
39736,0.2554
39737,0.298
39738,0.1209
39739,0.0804
39740,0.073
39741,0.0313
39806,0.0608
39807,0.0667
39808,0.018
39809,0.1628
39810,0.0289
39811,0.0928
39812,0.0879
39871,0.0255
39872,0.044
39873,0.0558
39874,0.1325
39875,0.2026
39876,0.1855
39877,0.3051
39878,0.2188
39879,0.2009
39880,0.1848
39881,0.2139
39882,0.1727
39883,0.1721
39884,0.0512
39885,0.1858
39886,0.2292
39887,0.3053
39888,0.2514
39889,0.2087
39890,0.1628
39891,0.0841
39892,0.0944
39893,0.0279
39956,0.0717
39957,0.0613
39958,0.0171
39959,0.1366
39960,0.0347
39961,0.0834
39962,0.0973
40025,0.0197
40026,0.043
40027,0.0587
40028,0.1092
40029,0.1259
40030,0.1655
40031,0.2829
40032,0.2956
40033,0.3223
40034,0.2028
40035,0.1924
40036,0.1842
40037,0.0968
40038,0.0602
40039,0.1526
40040,0.2117
40041,0.278
40042,0.2557
40043,0.2913
40044,0.1181
40045,0.0806
40046,0.0706
40047,0.0369
40112,0.0625
40113,0.0683
40114,0.0165
40115,0.1635
40116,0.0289
40117,0.0929
40118,0.088
40177,0.0246
40178,0.0441
40179,0.0556
40180,0.1272
40181,0.1962
40182,0.1836
40183,0.301
40184,0.2997
40185,0.283
40186,0.1908
40187,0.2141
40188,0.1769
40189,0.1721
40190,0.0511
40191,0.186
40192,0.2294
40193,0.3043
40194,0.2491
40195,0.2073
40196,0.1608
40197,0.0844
40198,0.0924
40199,0.0188
40262,0.0705
40263,0.0609
40264,0.0171
40265,0.1372
40266,0.0348
40267,0.0836
40268,0.0975
40331,0.0197
40332,0.0431
40333,0.0587
40334,0.1092
40335,0.1259
40336,0.1655
40337,0.2829
40338,0.2955
40339,0.3217
40340,0.2028
40341,0.1931
40342,0.1844
40343,0.0967
40344,0.0602
40345,0.1526
40346,0.2117
40347,0.278
40348,0.2557
40349,0.2913
40350,0.1181
40351,0.0806
40352,0.0706
40353,0.0369
40418,0.0625
40419,0.0683
40420,0.0165
40421,0.1635
40422,0.0301
40423,0.0932
40424,0.0866
40483,0.0255
40484,0.0448
40485,0.0564
40486,0.1325
40487,0.2026
40488,0.1856
40489,0.3051
40490,0.2188
40491,0.2009
40492,0.1848
40493,0.2139
40494,0.1727
40495,0.1721
40496,0.0512
40497,0.1858
40498,0.2292
40499,0.3053
40500,0.2515
40501,0.2087
40502,0.1628
40503,0.0811
40504,0.1144
40505,0.02
40568,0.0717
40569,0.0612
40570,0.0171
40571,0.1366
40572,0.0348
40573,0.0837
40574,0.0976
40637,0.0197
40638,0.043
40639,0.0587
40640,0.1098
40641,0.1262
40642,0.1644
40643,0.2775
40644,0.2878
40645,0.2776
40646,0.2544
40647,0.216
40648,0.1897
40649,0.0969
40650,0.0597
40651,0.1543
40652,0.2165
40653,0.297
40654,0.2545
40655,0.2906
40656,0.1162
40657,0.0808
40658,0.0774
40659,0.0368
40724,0.0633
40725,0.0718
40726,0.0162
40727,0.1621
40728,0.0297
40729,0.1105
40730,0.0931
40789,0.0255
40790,0.0448
40791,0.0564
40792,0.1325
40793,0.2028
40794,0.1887
40795,0.2979
40796,0.2974
40797,0.2825
40798,0.1877
40799,0.207
40800,0.1714
40801,0.1719
40802,0.0512
40803,0.1858
40804,0.2286
40805,0.3037
40806,0.2516
40807,0.2103
40808,0.1633
40809,0.0884
40810,0.0997
40811,0.0296
40874,0.0716
40875,0.061
40876,0.017
40877,0.1361
40878,0.0347
40879,0.0835
40880,0.0974
40943,0.0176
40944,0.0552
40945,0.0599
40946,0.1054
40947,0.1156
40948,0.1558
40949,0.286
40950,0.3023
40951,0.3248
40952,0.202
40953,0.1928
40954,0.1846
40955,0.0948
40956,0.0604
40957,0.1515
40958,0.2105
40959,0.2771
40960,0.2554
40961,0.2981
40962,0.1212
40963,0.0806
40964,0.0731
40965,0.0313
41030,0.0618
41031,0.0667
41032,0.0175
41033,0.1628
41034,0.0287
41035,0.0929
41036,0.0886
41095,0.033
41096,0.055
41097,0.0638
41098,0.1277
41099,0.1359
41100,0.153
41101,0.3374
41102,0.2257
41103,0.2153
41104,0.2171
41105,0.1995
41106,0.1843
41107,0.1733
41108,0.0514
41109,0.1859
41110,0.2257
41111,0.2572
41112,0.271
41113,0.2534
41114,0.156
41115,0.084
41116,0.0936
41117,0.0275
41180,0.071
41181,0.063
41182,0.0171
41183,0.1595
41184,0.0264
41185,0.1022
41186,0.0997
41249,0.0197
41250,0.043
41251,0.0587
41252,0.1092
41253,0.1259
41254,0.1655
41255,0.2829
41256,0.2955
41257,0.3216
41258,0.2021
41259,0.191
41260,0.1838
41261,0.1012
41262,0.0602
41263,0.1526
41264,0.2117
41265,0.278
41266,0.2562
41267,0.2926
41268,0.1183
41269,0.0807
41270,0.0706
41271,0.0364
41336,0.0619
41337,0.0697
41338,0.0165
41339,0.1635
41340,0.0287
41341,0.0928
41342,0.0884
41401,0.0255
41402,0.0448
41403,0.0564
41404,0.1325
41405,0.2026
41406,0.1856
41407,0.3051
41408,0.2188
41409,0.2009
41410,0.1848
41411,0.2139
41412,0.1727
41413,0.1721
41414,0.0512
41415,0.1858
41416,0.2292
41417,0.3053
41418,0.2515
41419,0.2087
41420,0.1628
41421,0.0828
41422,0.0906
41423,0.0198
41486,0.0717
41487,0.0612
41488,0.0171
41489,0.1366
41490,0.0347
41491,0.0835
41492,0.0974
41555,0.0197
41556,0.043
41557,0.0587
41558,0.1098
41559,0.1261
41560,0.1656
41561,0.2829
41562,0.2956
41563,0.3223
41564,0.2028
41565,0.1924
41566,0.1842
41567,0.0968
41568,0.0602
41569,0.1526
41570,0.2117
41571,0.278
41572,0.2557
41573,0.2914
41574,0.1183
41575,0.0809
41576,0.0774
41577,0.0368
41642,0.0635
41643,0.0682
41644,0.0161
41645,0.1635
41646,0.0299
41647,0.0932
41648,0.0872
41707,0.0255
41708,0.0435
41709,0.0544
41710,0.1272
41711,0.1961
41712,0.1836
41713,0.301
41714,0.2996
41715,0.283
41716,0.1908
41717,0.2141
41718,0.1769
41719,0.1721
41720,0.0511
41721,0.186
41722,0.2294
41723,0.3043
41724,0.2491
41725,0.2073
41726,0.1608
41727,0.0847
41728,0.1071
41729,0.0186
41792,0.0705
41793,0.0608
41794,0.0171
41795,0.1372
41796,0.0348
41797,0.0836
41798,0.0974
41861,0.0198
41862,0.043
41863,0.0587
41864,0.1098
41865,0.1261
41866,0.1656
41867,0.2829
41868,0.2954
41869,0.3217
41870,0.2028
41871,0.1931
41872,0.1844
41873,0.0967
41874,0.0602
41875,0.1526
41876,0.2117
41877,0.278
41878,0.2557
41879,0.2913
41880,0.1181
41881,0.081
41882,0.0775
41883,0.0368
41948,0.0645
41949,0.0691
41950,0.0161
41951,0.1635
41952,0.029
41953,0.093
41954,0.0881
42013,0.033
42014,0.055
42015,0.0638
42016,0.13
42017,0.1856
42018,0.168
42019,0.3053
42020,0.2996
42021,0.2829
42022,0.1909
42023,0.2135
42024,0.1756
42025,0.1733
42026,0.0512
42027,0.1858
42028,0.2292
42029,0.3053
42030,0.2515
42031,0.2087
42032,0.1628
42033,0.0885
42034,0.0997
42035,0.0288
42098,0.0703
42099,0.0606
42100,0.017
42101,0.1371
42102,0.0349
42103,0.0838
42104,0.0976
42167,0.0176
42168,0.0552
42169,0.0599
42170,0.1054
42171,0.1156
42172,0.1558
42173,0.2859
42174,0.3022
42175,0.3248
42176,0.202
42177,0.1928
42178,0.1846
42179,0.0948
42180,0.0603
42181,0.1515
42182,0.2105
42183,0.2771
42184,0.2554
42185,0.2981
42186,0.1212
42187,0.0807
42188,0.0731
42189,0.0314
42254,0.0618
42255,0.0666
42256,0.0175
42257,0.1628
42258,0.0212
42259,0.1106
42260,0.0933
42319,0.0329
42320,0.055
42321,0.0638
42322,0.1301
42323,0.1857
42324,0.1678
42325,0.305
42326,0.2993
42327,0.2828
42328,0.1908
42329,0.2136
42330,0.1756
42331,0.1733
42332,0.0512
42333,0.1858
42334,0.2292
42335,0.3053
42336,0.2515
42337,0.2087
42338,0.1628
42339,0.0883
42340,0.0994
42341,0.0296
42404,0.0705
42405,0.0609
42406,0.0171
42407,0.1371
42408,0.0348
42409,0.0836
42410,0.0974
42473,0.0197
42474,0.043
42475,0.0587
42476,0.1098
42477,0.1261
42478,0.1656
42479,0.2829
42480,0.2954
42481,0.3217
42482,0.2028
42483,0.1931
42484,0.1844
42485,0.0967
42486,0.0602
42487,0.1526
42488,0.2117
42489,0.278
42490,0.2557
42491,0.2915
42492,0.1183
42493,0.081
42494,0.0775
42495,0.0368
42560,0.0622
42561,0.0668
42562,0.0175
42563,0.1635
42564,0.0287
42565,0.0929
42566,0.0884
42625,0.033
42626,0.055
42627,0.0638
42628,0.1304
42629,0.1875
42630,0.164
42631,0.2976
42632,0.2054
42633,0.255
42634,0.219
42635,0.1988
42636,0.1841
42637,0.1733
42638,0.0514
42639,0.1859
42640,0.2256
42641,0.2567
42642,0.2704
42643,0.2535
42644,0.1559
42645,0.0829
42646,0.0907
42647,0.0198
42710,0.0714
42711,0.0584
42712,0.0176
42713,0.1595
42714,0.0264
42715,0.1019
42716,0.0996
42779,0.0197
42780,0.043
42781,0.0587
42782,0.1092
42783,0.1259
42784,0.1655
42785,0.2829
42786,0.2954
42787,0.3216
42788,0.2021
42789,0.191
42790,0.1838
42791,0.1012
42792,0.0602
42793,0.1526
42794,0.2117
42795,0.2781
42796,0.2561
42797,0.2924
42798,0.1181
42799,0.0808
42800,0.0706
42801,0.0364
42866,0.0602
42867,0.0648
42868,0.0179
42869,0.1635
42870,0.029
42871,0.093
42872,0.088
42931,0.0255
42932,0.044
42933,0.0558
42934,0.1325
42935,0.2026
42936,0.1855
42937,0.305
42938,0.2187
42939,0.2009
42940,0.1848
42941,0.2139
42942,0.1727
42943,0.1721
42944,0.0512
42945,0.1858
42946,0.2292
42947,0.3053
42948,0.2515
42949,0.2087
42950,0.1628
42951,0.0844
42952,0.0948
42953,0.0279
43016,0.0717
43017,0.0612
43018,0.0171
43019,0.1366
43020,0.0348
43021,0.0838
43022,0.0974
43085,0.0197
43086,0.043
43087,0.0587
43088,0.1098
43089,0.1262
43090,0.1644
43091,0.2775
43092,0.2878
43093,0.2775
43094,0.2544
43095,0.216
43096,0.1897
43097,0.0968
43098,0.0596
43099,0.1543
43100,0.2165
43101,0.297
43102,0.2546
43103,0.2906
43104,0.1162
43105,0.0808
43106,0.0707
43107,0.037
43172,0.0641
43173,0.0704
43174,0.0162
43175,0.1621
43176,0.0297
43177,0.1105
43178,0.0929
43237,0.033
43238,0.0551
43239,0.0638
43240,0.1301
43241,0.1857
43242,0.1678
43243,0.3051
43244,0.3005
43245,0.286
43246,0.1903
43247,0.2104
43248,0.1746
43249,0.1729
43250,0.0512
43251,0.1858
43252,0.2286
43253,0.3037
43254,0.2516
43255,0.2103
43256,0.1633
43257,0.0885
43258,0.0999
43259,0.0297
43322,0.0705
43323,0.0608
43324,0.017
43325,0.1371
43326,0.0348
43327,0.0838
43328,0.0974
43391,0.0196
43392,0.043
43393,0.0587
43394,0.1098
43395,0.1261
43396,0.1656
43397,0.2829
43398,0.2954
43399,0.3216
43400,0.2028
43401,0.1931
43402,0.1844
43403,0.0967
43404,0.0602
43405,0.1527
43406,0.2117
43407,0.278
43408,0.2557
43409,0.2915
43410,0.1183
43411,0.0811
43412,0.0774
43413,0.0368
43478,0.0634
43479,0.0682
43480,0.016
43481,0.1635
43482,0.0212
43483,0.1104
43484,0.0929
43543,0.0228
43544,0.0249
43545,0.0202
43546,0.0318
43547,0.0119
43548,0.1774
43549,0.011
43550,0.0152
43551,0.0198
43552,0.0244
43553,0.03
43554,0.0404
43555,0.0219
43622,0.0098
43623,0.0098
43624,0.0085
43625,0.0094
43626,0.0124
43627,0.0155
43628,0.016
43629,0.1464
43630,0.018
43631,0.0502
43632,0.0395
43633,0.0399
43634,0.0232
43699,0.0225
43700,0.0241
43701,0.0193
43702,0.0307
43703,0.0119
43704,0.1655
43705,0.0112
43706,0.0152
43707,0.0199
43708,0.0283
43709,0.0299
43710,0.0332
43711,0.0213
43778,0.0131
43779,0.0183
43780,0.0161
43781,0.1506
43846,0.0236
43847,0.1556
43848,0.0284
43849,0.0394
43850,0.04
43917,0.0098
43918,0.01
43919,0.009
43920,0.0098
43921,0.0128
43922,0.0163
43923,0.0174
43924,0.026
43925,0.0871
43926,0.0889
43927,0.0221
43928,0.0458
43929,0.0397
43930,0.0415
43931,0.021
43996,0.0102
43997,0.0173
43998,0.0133
43999,0.017
44000,0.0097
44001,0.0177
44002,0.0198
44003,0.0088
44004,0.0112
44005,0.0137
44006,0.0201
44007,0.0431
44008,0.033
44009,0.0409
44010,0.0192
44077,0.0097
44078,0.015
44079,0.0163
44080,0.0308
44145,0.0227
44146,0.0315
44147,0.0245
44148,0.0384
44149,0.0443
44216,0.0051
44217,0.0069
44218,0.0076
44219,0.0075
44220,0.0099
44221,0.0106
44222,0.009
44223,0.032
44224,0.0318
44225,0.0458
44226,0.0457
44227,0.0491
44228,0.0251
44293,0.0099
44294,0.0223
44295,0.0175
44296,0.0168
44297,0.009
44298,0.032
44299,0.0128
44300,0.0136
44301,0.0158
44302,0.0279
44303,0.0343
44304,0.0564
44305,0.0172
44372,0.0051
44373,0.0066
44374,0.007
44375,0.0074
44376,0.0099
44377,0.0105
44378,0.0088
44379,0.031
44380,0.0319
44381,0.0458
44382,0.0455
44383,0.0488
44384,0.025
44449,0.0133
44450,0.0329
44451,0.0356
44452,0.0404
44453,0.0577
44454,0.0523
44455,0.0947
44456,0.0931
44457,0.088
44458,0.0595
44459,0.067
44460,0.0544
44461,0.034
44462,0.1123
44463,0.3636
44464,0.4387
44465,0.5827
44466,0.4828
44467,0.4036
44468,0.3139
44469,0.0903
44470,0.1043
44471,0.0302
44534,0.0368
44535,0.04
44536,0.0139
44537,0.0287
44538,0.0352
44539,0.0953
44540,0.1278
44603,0.0085
44604,0.0365
44605,0.0372
44606,0.0327
44607,0.036
44608,0.0486
44609,0.0888
44610,0.0938
44611,0.1009
44612,0.0626
44613,0.0598
44614,0.0573
44615,0.0197
44616,0.0755
44617,0.3047
44618,0.4039
44619,0.5317
44620,0.49
44621,0.572
44622,0.2332
44623,0.0902
44624,0.078
44625,0.0362
44690,0.034
44691,0.0419
44692,0.0093
44693,0.0344
44694,0.0358
44695,0.1012
44696,0.1127
44755,0.0148
44756,0.0332
44757,0.0347
44758,0.0404
44759,0.0578
44760,0.0523
44761,0.0948
44762,0.093
44763,0.0878
44764,0.0592
44765,0.0663
44766,0.0546
44767,0.0369
44768,0.1124
44769,0.3638
44770,0.4398
44771,0.5857
44772,0.4825
44773,0.4005
44774,0.3129
44775,0.0904
44776,0.1042
44777,0.0289
44840,0.0368
44841,0.04
44842,0.0139
44843,0.0287
44844,0.0351
44845,0.0953
44846,0.1279
44909,0.0103
44910,0.0324
44911,0.037
44912,0.0341
44913,0.0391
44914,0.0516
44915,0.0878
44916,0.0917
44917,0.0999
44918,0.0629
44919,0.0599
44920,0.0572
44921,0.0201
44922,0.0751
44923,0.3076
44924,0.4061
44925,0.5334
44926,0.4905
44927,0.559
44928,0.2271
44929,0.0903
44930,0.074
44931,0.0385
44996,0.033
44997,0.0373
44998,0.0118
44999,0.0345
45000,0.0371
45001,0.1016
45002,0.1111
45061,0.0148
45062,0.0321
45063,0.0336
45064,0.0397
45065,0.0422
45066,0.0475
45067,0.1047
45068,0.0701
45069,0.0668
45070,0.0674
45071,0.0619
45072,0.0572
45073,0.0369
45074,0.1127
45075,0.3639
45076,0.4332
45077,0.4936
45078,0.52
45079,0.4862
45080,0.2998
45081,0.0875
45082,0.1224
45083,0.0213
45146,0.0367
45147,0.0423
45148,0.014
45149,0.0331
45150,0.0269
45151,0.1107
45152,0.1229
45215,0.0102
45216,0.0324
45217,0.0369
45218,0.0339
45219,0.0391
45220,0.0515
45221,0.0878
45222,0.0917
45223,0.0999
45224,0.0627
45225,0.0593
45226,0.057
45227,0.0211
45228,0.0751
45229,0.3076
45230,0.4062
45231,0.5335
45232,0.4916
45233,0.5615
45234,0.2275
45235,0.0902
45236,0.0739
45237,0.038
45302,0.0336
45303,0.0426
45304,0.0097
45305,0.0345
45306,0.0366
45307,0.1014
45308,0.1117
45367,0.0127
45368,0.0318
45369,0.0332
45370,0.0412
45371,0.063
45372,0.0577
45373,0.0947
45374,0.0679
45375,0.0623
45376,0.0573
45377,0.0664
45378,0.0537
45379,0.0366
45380,0.1124
45381,0.3638
45382,0.4398
45383,0.5857
45384,0.4825
45385,0.4005
45386,0.3129
45387,0.0873
45388,0.1223
45389,0.0213
45452,0.0371
45453,0.0401
45454,0.0139
45455,0.0286
45456,0.0351
45457,0.0952
45458,0.1279
45521,0.0102
45522,0.0324
45523,0.0369
45524,0.0341
45525,0.0392
45526,0.0512
45527,0.0862
45528,0.0893
45529,0.0861
45530,0.0789
45531,0.067
45532,0.0589
45533,0.0201
45534,0.0765
45535,0.3104
45536,0.4153
45537,0.5699
45538,0.4883
45539,0.5573
45540,0.223
45541,0.0901
45542,0.0741
45543,0.0385
45608,0.034
45609,0.0432
45610,0.0096
45611,0.0342
45612,0.037
45613,0.1176
45614,0.1153
45673,0.0149
45674,0.0322
45675,0.0336
45676,0.0404
45677,0.0578
45678,0.0522
45679,0.0948
45680,0.0934
45681,0.0888
45682,0.0591
45683,0.0653
45684,0.0542
45685,0.0368
45686,0.1123
45687,0.3636
45688,0.4387
45689,0.5827
45690,0.4828
45691,0.4036
45692,0.3139
45693,0.0872
45694,0.1222
45695,0.0219
45758,0.0368
45759,0.04
45760,0.014
45761,0.0287
45762,0.0351
45763,0.0952
45764,0.1279
45827,0.0102
45828,0.0324
45829,0.0369
45830,0.0341
45831,0.0392
45832,0.0515
45833,0.0879
45834,0.0917
45835,0.0999
45836,0.063
45837,0.0599
45838,0.0572
45839,0.0201
45840,0.0751
45841,0.3076
45842,0.4062
45843,0.5334
45844,0.4906
45845,0.5591
45846,0.2276
45847,0.0901
45848,0.0741
45849,0.0385
45914,0.0368
45915,0.0437
45916,0.0126
45917,0.0345
45918,0.0357
45919,0.1011
45920,0.1128
45979,0.0131
45980,0.0332
45981,0.0356
45982,0.0404
45983,0.0577
45984,0.0522
45985,0.0949
45986,0.0931
45987,0.0879
45988,0.0592
45989,0.0663
45990,0.0545
45991,0.0369
45992,0.1123
45993,0.3638
45994,0.4398
45995,0.5857
45996,0.4825
45997,0.4005
45998,0.3129
45999,0.09
46000,0.104
46001,0.0289
46064,0.0368
46065,0.0401
46066,0.014
46067,0.0287
46068,0.0351
46069,0.0952
46070,0.1279
46133,0.011
46134,0.0301
46135,0.0348
46136,0.0327
46137,0.0359
46138,0.0484
46139,0.0888
46140,0.0939
46141,0.1009
46142,0.0627
46143,0.0599
46144,0.0573
46145,0.0197
46146,0.0755
46147,0.3047
46148,0.4039
46149,0.5317
46150,0.4901
46151,0.572
46152,0.2331
46153,0.0899
46154,0.0765
46155,0.0333
46220,0.0352
46221,0.0399
46222,0.0095
46223,0.0343
46224,0.0358
46225,0.1011
46226,0.1128
46285,0.0149
46286,0.0333
46287,0.0346
46288,0.0404
46289,0.0577
46290,0.0522
46291,0.0948
46292,0.093
46293,0.0879
46294,0.0593
46295,0.0663
46296,0.0546
46297,0.0369
46298,0.1123
46299,0.3637
46300,0.4397
46301,0.5857
46302,0.4825
46303,0.4005
46304,0.3129
46305,0.0939
46306,0.1086
46307,0.0298
46370,0.0368
46371,0.0402
46372,0.014
46373,0.0287
46374,0.0351
46375,0.0952
46376,0.1279
46439,0.0102
46440,0.0323
46441,0.0369
46442,0.0339
46443,0.0391
46444,0.0514
46445,0.0879
46446,0.0918
46447,0.0999
46448,0.063
46449,0.06
46450,0.0573
46451,0.0201
46452,0.0751
46453,0.3076
46454,0.4062
46455,0.5334
46456,0.4905
46457,0.5589
46458,0.2271
46459,0.09
46460,0.0741
46461,0.0385
46526,0.0324
46527,0.0376
46528,0.0121
46529,0.0345
46530,0.0371
46531,0.1015
46532,0.1111
46591,0.0109
46592,0.0301
46593,0.033
46594,0.0395
46595,0.0609
46596,0.057
46597,0.0935
46598,0.0931
46599,0.0879
46600,0.0592
46601,0.0665
46602,0.0549
46603,0.0366
46604,0.1126
46605,0.364
46606,0.4403
46607,0.5838
46608,0.478
46609,0.3977
46610,0.3092
46611,0.0952
46612,0.1246
46613,0.0203
46676,0.0368
46677,0.0402
46678,0.014
46679,0.0287
46680,0.0352
46681,0.0953
46682,0.128
46745,0.0102
46746,0.0323
46747,0.0369
46748,0.0405
46749,0.0649
46750,0.0602
46751,0.0918
46752,0.0915
46753,0.0834
46754,0.0736
46755,0.0697
46756,0.0626
46757,0.0202
46758,0.0733
46759,0.3082
46760,0.4154
46761,0.5802
46762,0.4825
46763,0.4829
46764,0.2174
46765,0.0899
46766,0.0741
46767,0.0385
46832,0.0379
46833,0.0388
46834,0.0091
46835,0.0365
46836,0.0239
46837,0.1279
46838,0.1228
46897,0.0069
46898,0.0168
46899,0.0201
46900,0.0279
46901,0.0562
46902,0.0531
46903,0.06
46904,0.0666
46905,0.0601
46906,0.0523
46907,0.045
46908,0.038
46909,0.023
46910,0.0313
46911,0.1519
46912,0.2008
46913,0.2788
46914,0.3527
46915,0.3188
46916,0.2759
46917,0.2482
46918,0.1477
46919,0.077
46920,0.0654
46921,0.0218
46970,0.0183
46971,0.0142
46972,0.0075
46973,0.0198
46974,0.0215
46975,0.0523
46976,0.0611
47023,0.0076
47024,0.0145
47025,0.0112
47026,0.0066
47027,0.0064
47028,0.0071
47029,0.01
47030,0.014
47031,0.064
47032,0.0674
47033,0.0817
47034,0.0604
47035,0.0506
47036,0.0414
47037,0.0193
47038,0.0257
47039,0.1003
47040,0.1341
47041,0.2734
47042,0.3369
47043,0.3859
47044,0.2713
47045,0.2287
47046,0.1048
47047,0.0829
47048,0.0568
47049,0.0363
47050,0.042
47051,0.0154
47104,0.0117
47105,0.0179
47106,0.0065
47107,0.0214
47108,0.0247
47109,0.0325
47110,0.032
49624,0.0152
49668,0.0283
49672,0.0125
49681,0.021
49723,0.0431
49724,0.046
49725,0.0321
49727,0.0259
49728,0.0247
49729,0.0085
49733,0.0364
49734,0.0435
49735,0.0313
49737,0.0329
49738,0.0381
49739,0.0112
49760,0.0347
49761,0.0454
49762,0.0183
49763,0.0384
49764,0.0354
49765,0.0131
49766,0.0481
49767,0.057
49768,0.0289
49769,0.021
49770,0.0221
49771,0.0099
52899,0.0106
52900,0.0133
52901,0.0468
52902,0.0398
52903,0.0088
52904,0.0095
52905,0.008
52906,0.0126
52907,0.0107
52908,0.0397
52909,0.0537
52910,0.0579
52911,0.05
52912,0.0532
52913,0.0108
52914,0.0117
52915,0.0096
52916,0.0173
52917,0.0145
52918,0.0163
52919,0.0085
52920,0.0126
52921,0.028
52922,0.0647
52923,0.0567
52924,0.0561
52925,0.0673
52926,0.0554
52927,0.0541
52928,0.0203
52929,0.0177
52930,0.1789
52931,0.2242
52932,0.2359
52933,0.0469
52934,0.0507
52935,0.2559
52936,0.1962
52937,0.2918
52938,0.0674
52939,0.0981
52940,0.0796
52941,0.0291
52942,0.0727
52943,0.04
52944,0.1239
52945,0.058
52946,0.0286
52947,0.0288
52948,0.047
52949,0.0397
52950,0.0614
52951,0.055
52952,0.0584
52953,0.029
52954,0.024
52955,0.0411
52956,0.0653
52957,0.0153
52958,0.0087
52959,0.0111
52960,0.0147
52961,0.0143
52962,0.0089
52963,0.0096
52964,0.0038
52965,0.009
52966,0.0497
52967,0.0788
52968,0.1869
52969,0.0588
52970,0.0749
52971,0.0616
52972,0.0575
52973,0.2806
52974,0.2334
52975,0.2493
52976,0.3068
52977,0.0762
52978,0.0734
52979,0.0622
52980,0.0546
52981,0.1033
52982,0.0811
52983,0.1265
52984,0.1342
52985,0.1188
52986,0.0186
52987,0.0076
52988,0.0391
52989,0.0113
52990,0.0195
52991,0.0198
52992,0.0608
52993,0.0528
52994,0.0422
52995,0.0362
52996,0.0119
52997,0.0188
52998,0.0587
52999,0.0497
53000,0.0097
53001,0.0657
53002,0.0356
53003,0.0638
53004,0.0542
53005,0.0542
53006,0.0448
53007,0.2259
53008,0.1805
