NODE ,X [m],Y [m],Z [m]
54583,34.048,-2.440,0.354
54584,34.133,-1.920,0.368
54585,33.929,-1.821,0.369
54586,33.974,-1.983,0.365
54587,34.370,-2.048,0.367
54588,34.261,-1.624,0.376
54589,34.325,-1.854,0.371
54590,33.969,-1.098,0.387
54591,33.921,-1.542,0.376
54592,34.122,-1.350,0.382
54593,34.477,-2.322,0.361
54594,34.421,-2.195,0.363
54595,34.001,-0.639,0.399
54596,33.657,-0.630,0.396
54597,33.813,-0.861,0.392
54598,33.590,-0.348,0.403
54599,33.884,-0.201,0.409
54600,33.638,-0.173,0.408
54601,34.411,-2.446,0.357
54602,34.540,-2.428,0.358
54603,33.999,-0.371,0.406
54604,33.996,-0.247,0.409
54605,33.554,-0.495,0.399
54606,34.072,-0.521,0.402
54607,33.845,-1.663,0.372
54608,34.262,-2.456,0.356
54609,34.340,-2.476,0.356
54610,34.191,-2.472,0.355
54611,33.212,2.263,0.352
54612,32.931,2.278,0.349
54613,33.192,1.919,0.360
54614,32.957,2.025,0.356
54615,33.180,2.399,0.348
54616,33.343,2.291,0.352
54617,33.312,2.415,0.349
54618,32.859,2.060,0.354
54619,32.953,2.157,0.352
54620,32.821,2.264,0.349
54621,32.844,2.161,0.352
54622,33.586,0.512,0.399
54623,33.617,0.254,0.405
54624,32.762,2.445,0.344
54625,32.899,2.400,0.346
54626,32.795,2.362,0.346
54627,33.489,0.901,0.388
54628,33.317,1.510,0.372
54629,33.379,1.198,0.380
54630,33.069,2.272,0.351
54631,33.037,2.402,0.347
54632,33.215,2.098,0.356
54633,33.358,1.978,0.360
54634,33.355,2.146,0.356
54635,32.901,1.918,0.358
54636,33.110,1.681,0.366
54637,33.062,1.959,0.358
54638,32.981,1.788,0.362
54639,33.079,2.122,0.354
54640,33.329,1.756,0.366
54641,32.724,2.484,0.342
54642,32.850,1.982,0.356
54643,33.628,0.725,0.394
54644,34.554,-0.376,0.410
54645,35.088,-2.269,0.366
54646,34.924,-1.941,0.373
54647,34.825,-1.439,0.385
54648,34.897,-1.713,0.379
54649,34.702,-0.833,0.399
54650,34.743,-1.127,0.392
54651,35.016,-2.408,0.362
54652,34.879,-2.273,0.365
54653,34.865,-2.404,0.361
54654,35.363,-2.423,0.364
54655,35.262,-2.210,0.369
54656,35.194,-2.390,0.364
54657,35.302,-2.326,0.366
54658,34.362,-0.343,0.409
54659,34.647,-0.198,0.415
54660,34.409,-0.165,0.414
54661,34.744,-0.387,0.411
54662,34.467,-0.570,0.404
54663,34.711,-0.599,0.405
54664,35.148,-2.099,0.371
54665,34.911,-2.114,0.369
54666,35.409,-2.473,0.364
54667,34.762,-0.243,0.415
54668,34.333,-0.501,0.405
54669,35.120,-2.441,0.362
54670,35.255,-2.117,0.371
54671,34.083,2.347,0.357
54672,33.834,2.266,0.357
54673,34.152,2.143,0.363
54674,33.987,1.889,0.368
54675,34.235,1.635,0.376
54676,34.106,1.385,0.381
54677,34.018,1.660,0.374
54678,34.239,1.476,0.380
54679,34.199,1.851,0.371
54680,34.141,1.231,0.385
54681,34.324,0.552,0.404
54682,34.238,0.886,0.395
54683,34.068,2.442,0.355
54684,34.161,2.376,0.357
54685,34.143,2.454,0.355
54686,34.401,0.254,0.412
54687,33.682,2.167,0.358
54688,33.788,1.799,0.368
54689,33.889,2.093,0.362
54690,33.737,1.999,0.363
54691,33.879,2.421,0.354
54692,33.979,2.308,0.357
54693,33.973,2.422,0.355
54694,34.108,2.240,0.360
54695,34.212,2.196,0.362
54696,34.183,2.283,0.360
54697,33.733,2.390,0.353
54698,33.560,2.408,0.351
54699,33.624,2.304,0.354
54700,34.074,2.052,0.365
54701,34.008,2.169,0.361
54702,34.226,2.076,0.365
54703,34.204,1.980,0.368
54704,33.916,1.379,0.380
54705,33.853,1.555,0.375
54706,33.511,2.463,0.349
54707,33.794,2.444,0.352
54708,34.245,2.142,0.364
54709,35.354,-0.428,0.414
54710,35.630,-1.723,0.384
54711,35.717,-2.084,0.375
54712,35.820,-2.358,0.369
54713,35.769,-2.221,0.372
54714,35.551,-2.123,0.373
54715,35.615,-2.351,0.368
54716,35.592,-2.245,0.370
54717,35.700,-2.450,0.366
54718,35.596,-2.440,0.366
54719,35.681,-1.920,0.379
54720,35.477,-1.820,0.380
54721,35.522,-1.980,0.377
54722,35.918,-2.048,0.378
54723,35.810,-1.624,0.387
54724,35.874,-1.854,0.382
54725,35.516,-1.098,0.399
54726,35.469,-1.542,0.387
54727,35.671,-1.350,0.393
54728,36.026,-2.322,0.371
54729,35.970,-2.195,0.374
54730,35.550,-0.639,0.410
54731,35.208,-0.631,0.408
54732,35.360,-0.858,0.404
54733,35.137,-0.351,0.415
54734,35.432,-0.201,0.420
54735,35.187,-0.173,0.420
54736,35.960,-2.446,0.368
54737,36.088,-2.428,0.369
54738,35.548,-0.371,0.417
54739,35.545,-0.247,0.420
54740,35.106,-0.508,0.411
54741,35.620,-0.521,0.414
54742,35.393,-1.663,0.384
54743,35.810,-2.456,0.367
54744,35.889,-2.476,0.367
54745,35.740,-2.472,0.366
54746,34.783,2.211,0.366
54747,34.478,2.268,0.362
54748,34.756,1.831,0.375
54749,34.501,2.006,0.369
54750,35.086,0.543,0.410
54751,34.947,1.204,0.392
54752,35.001,0.883,0.401
54753,34.961,1.757,0.378
54754,34.673,1.601,0.380
54755,34.948,1.490,0.385
54756,34.727,2.384,0.361
54757,34.901,2.289,0.365
54758,34.859,2.406,0.362
54759,35.161,0.256,0.417
54760,34.405,2.051,0.367
54761,34.497,2.143,0.366
54762,34.367,2.260,0.362
54763,34.391,2.153,0.365
54764,34.311,2.445,0.357
54765,34.449,2.395,0.359
54766,34.343,2.361,0.359
54767,34.616,2.246,0.364
54768,34.587,2.389,0.360
54769,34.942,2.127,0.369
54770,34.769,2.029,0.370
54771,34.948,1.964,0.373
54772,34.448,1.898,0.371
54773,34.611,1.923,0.372
54774,34.537,1.749,0.376
54775,34.626,2.091,0.368
54776,34.958,2.217,0.367
54777,34.273,2.484,0.356
54778,34.396,1.976,0.369
54779,36.465,-2.088,0.380
54780,36.232,-0.908,0.408
54781,36.429,-1.562,0.393
54782,36.322,-1.241,0.400
54783,36.310,-1.832,0.386
54784,36.686,-2.088,0.382
54785,36.560,-1.837,0.387
54786,36.106,-0.381,0.421
54787,36.052,-0.188,0.425
54788,36.551,-2.319,0.375
54789,36.756,-2.317,0.376
54790,36.163,-0.618,0.415
54791,36.338,-2.214,0.376
54792,36.393,-2.364,0.373
54793,36.276,-2.023,0.381
54794,36.221,-1.871,0.384
54795,36.272,-2.137,0.378
54796,35.547,2.078,0.374
54797,35.339,2.200,0.370
54798,35.173,2.287,0.367
54799,35.520,2.314,0.368
54800,35.310,2.001,0.375
54801,35.573,1.778,0.382
54802,35.137,2.409,0.363
54803,35.200,2.150,0.370
54804,35.311,2.355,0.366
54805,35.737,1.063,0.401
54806,35.649,1.424,0.391
54807,35.891,0.449,0.417
54808,35.951,0.214,0.424
54809,35.817,0.742,0.410
54810,35.084,2.466,0.362
54811,35.450,2.411,0.365
54812,35.209,2.010,0.374
54813,36.993,-0.450,0.425
54814,37.160,-1.496,0.400
54815,36.991,-0.910,0.413
54816,37.082,-1.198,0.407
54817,37.314,-1.973,0.389
54818,37.231,-1.759,0.394
54819,36.770,-0.439,0.423
54820,37.029,-0.245,0.430
54821,36.767,-0.209,0.429
54822,37.564,-2.344,0.381
54823,37.350,-2.164,0.384
54824,37.304,-2.328,0.380
54825,37.114,-0.621,0.421
54826,36.872,-0.671,0.418
54827,37.141,-0.409,0.427
54828,37.129,-0.275,0.430
54829,37.199,-0.532,0.424
54830,37.659,-2.437,0.379
54831,37.709,-2.477,0.379
54832,37.417,-2.066,0.387
54833,37.658,-2.355,0.382
54834,36.464,2.296,0.375
54835,36.334,2.155,0.378
54836,36.359,2.364,0.373
54837,36.424,1.698,0.390
54838,36.463,2.386,0.373
54839,36.377,2.297,0.374
54840,36.474,2.222,0.377
54841,36.371,1.895,0.384
54842,36.545,1.744,0.389
54843,36.495,2.101,0.380
54844,36.511,1.944,0.384
54845,36.119,2.010,0.380
54846,36.321,1.441,0.395
54847,36.203,1.681,0.389
54848,36.653,0.505,0.421
54849,36.723,0.240,0.428
54850,36.512,1.156,0.404
54851,36.574,0.829,0.412
54852,36.252,2.346,0.372
54853,36.056,2.286,0.373
54854,36.353,2.449,0.370
54855,36.432,2.459,0.371
54856,36.520,1.461,0.396
54857,36.515,2.162,0.379
54858,38.240,-2.028,0.394
54859,38.021,-2.066,0.391
54860,38.129,-2.279,0.387
54861,38.141,-1.897,0.396
54862,38.079,-2.164,0.389
54863,38.308,-2.206,0.390
54864,37.857,-1.176,0.412
54865,37.977,-1.725,0.399
54866,37.932,-1.463,0.406
54867,37.564,-0.201,0.435
54868,37.699,-0.608,0.426
54869,37.636,-0.372,0.431
54870,37.777,-0.885,0.419
54871,37.954,-2.332,0.384
54872,37.891,-2.099,0.389
54873,37.919,-2.228,0.386
54874,38.126,-2.408,0.383
54875,37.956,-2.426,0.382
54876,38.327,-2.375,0.386
54877,37.941,-1.921,0.394
54878,37.442,-0.116,0.436
54879,36.942,2.137,0.382
54880,36.731,2.314,0.376
54881,37.523,0.246,0.433
54882,37.354,0.805,0.418
54883,37.435,0.486,0.427
54884,37.123,1.552,0.398
54885,37.248,1.195,0.408
54886,36.788,2.417,0.374
54887,36.637,2.363,0.375
54888,36.654,2.442,0.373
54889,36.837,2.252,0.379
54890,37.107,2.319,0.379
54891,36.958,2.383,0.376
54892,36.832,1.953,0.386
54893,37.155,2.004,0.387
54894,36.976,1.785,0.391
54895,36.764,2.107,0.382
54896,36.661,2.258,0.377
54897,36.723,2.190,0.379
54898,37.227,2.197,0.383
54899,36.619,2.313,0.376
54900,36.760,2.017,0.384
54901,37.606,0.137,0.437
54902,38.575,-0.587,0.432
54903,38.579,-1.050,0.420
54904,38.926,-2.121,0.396
54905,38.579,-0.859,0.425
54906,38.780,-1.259,0.416
54907,38.769,-0.756,0.429
54908,38.799,-1.022,0.422
54909,38.323,-0.497,0.432
54910,38.425,-1.041,0.420
54911,38.353,-0.759,0.426
54912,38.720,-2.124,0.394
54913,38.972,-1.877,0.402
54914,38.678,-1.584,0.408
54915,38.714,-1.858,0.401
54916,38.589,-0.287,0.439
54917,38.326,-0.238,0.439
54918,38.971,-2.324,0.391
54919,38.764,-2.333,0.389
54920,39.092,-2.098,0.398
54921,39.185,-2.394,0.391
54922,39.127,-2.258,0.394
54923,38.564,-1.316,0.414
54924,38.702,-0.463,0.436
54925,38.682,-0.314,0.439
54926,38.774,-0.587,0.433
54927,39.088,-1.923,0.402
54928,39.245,-2.457,0.390
54929,37.869,2.220,0.386
54930,38.012,1.484,0.406
54931,37.934,1.879,0.395
54932,38.134,0.726,0.425
54933,38.210,0.446,0.433
54934,38.071,1.011,0.418
54935,38.273,0.212,0.439
54936,37.800,2.371,0.382
54937,38.000,2.280,0.386
54938,37.950,2.407,0.382
54939,37.686,2.095,0.388
54940,37.590,2.304,0.382
54941,37.919,2.063,0.391
54942,38.067,1.980,0.394
54943,38.034,2.139,0.389
54944,37.733,1.842,0.395
54945,37.868,1.283,0.410
54946,37.955,1.671,0.401
54947,37.766,1.542,0.403
54948,38.145,1.611,0.403
54949,38.099,1.797,0.398
54950,37.769,2.003,0.391
54951,38.168,1.311,0.411
54952,38.233,1.449,0.408
54953,38.036,1.187,0.413
54954,39.558,-2.086,0.401
54955,39.333,-0.912,0.429
54956,39.524,-1.563,0.414
54957,39.420,-1.241,0.421
54958,39.393,-1.832,0.406
54959,39.777,-2.083,0.403
54960,39.654,-1.835,0.408
54961,39.204,-0.386,0.441
54962,39.151,-0.195,0.446
54963,39.648,-2.318,0.396
54964,39.852,-2.316,0.397
54965,39.262,-0.628,0.435
54966,39.435,-2.215,0.397
54967,39.490,-2.365,0.394
54968,39.374,-2.029,0.401
54969,39.313,-1.883,0.404
54970,39.369,-2.138,0.398
54971,38.644,2.079,0.395
54972,38.436,2.200,0.391
54973,38.271,2.286,0.387
54974,38.617,2.314,0.389
54975,38.408,2.001,0.395
54976,38.672,1.783,0.403
54977,38.234,2.408,0.384
54978,38.298,2.149,0.391
54979,38.408,2.355,0.387
54980,38.830,1.069,0.422
54981,38.743,1.439,0.412
54982,38.988,0.449,0.438
54983,39.048,0.214,0.444
54984,38.914,0.742,0.430
54985,38.181,2.466,0.382
54986,38.547,2.411,0.386
54987,38.306,2.010,0.395
54988,40.087,-0.442,0.445
54989,40.256,-1.495,0.420
54990,40.082,-0.917,0.433
54991,40.177,-1.199,0.427
54992,40.419,-1.967,0.409
54993,40.328,-1.758,0.414
54994,39.864,-0.439,0.444
54995,40.117,-0.242,0.450
54996,39.862,-0.201,0.450
54997,40.653,-2.346,0.401
54998,40.455,-2.165,0.404
54999,40.403,-2.325,0.400
55000,40.197,-0.620,0.441
55001,39.964,-0.676,0.439
55002,40.242,-0.408,0.447
55003,40.225,-0.266,0.450
55004,40.298,-0.535,0.444
55005,40.756,-2.438,0.399
55006,40.803,-2.478,0.398
55007,40.500,-2.067,0.407
55008,40.750,-2.357,0.401
55009,39.526,2.350,0.394
55010,39.307,2.205,0.396
55011,39.545,1.726,0.410
55012,39.409,1.451,0.416
55013,39.528,2.084,0.401
55014,39.556,1.140,0.425
55015,39.664,1.527,0.416
55016,39.333,1.745,0.408
55017,39.523,2.247,0.397
55018,39.458,2.434,0.392
55019,39.333,2.380,0.392
55020,39.404,2.150,0.398
55021,39.434,2.302,0.395
55022,39.622,2.162,0.400
55023,39.580,2.372,0.394
55024,39.597,2.263,0.397
55025,39.750,0.505,0.442
55026,39.823,0.239,0.449
55027,39.667,0.829,0.433
55028,39.641,2.033,0.403
55029,39.519,1.901,0.405
55030,39.690,1.770,0.410
55031,39.651,1.917,0.406
55032,39.534,2.459,0.392
55033,39.203,2.110,0.398
55034,39.125,2.313,0.392
55035,39.352,1.966,0.403
55036,39.652,2.114,0.401
55037,39.755,1.631,0.414
55038,41.337,-2.028,0.412
55039,41.119,-2.066,0.410
55040,41.226,-2.279,0.405
55041,41.238,-1.897,0.415
55042,41.176,-2.164,0.408
55043,41.405,-2.206,0.408
55044,40.954,-1.176,0.432
55045,41.074,-1.725,0.418
55046,41.029,-1.463,0.425
55047,40.661,-0.202,0.454
55048,40.796,-0.608,0.445
55049,40.733,-0.372,0.450
55050,40.874,-0.885,0.438
55051,41.051,-2.332,0.403
55052,40.988,-2.099,0.409
55053,41.016,-2.228,0.406
55054,41.223,-2.408,0.402
55055,41.053,-2.426,0.401
55056,41.424,-2.375,0.404
55057,41.038,-1.921,0.413
55058,40.539,-0.116,0.456
55059,40.039,2.139,0.403
55060,39.828,2.313,0.397
55061,40.620,0.246,0.453
55062,40.451,0.805,0.438
55063,40.532,0.486,0.447
55064,40.216,1.554,0.418
55065,40.345,1.195,0.428
55066,39.885,2.417,0.395
55067,39.734,2.363,0.395
55068,39.751,2.442,0.393
55069,39.935,2.251,0.399
55070,40.204,2.319,0.399
55071,40.055,2.383,0.397
55072,39.929,1.962,0.406
55073,40.251,2.006,0.407
55074,40.068,1.801,0.411
55075,39.862,2.107,0.402
55076,39.758,2.256,0.398
55077,39.821,2.185,0.400
55078,40.324,2.197,0.403
55079,39.716,2.313,0.397
55080,39.857,2.018,0.405
55081,40.703,0.137,0.456
55082,41.673,-0.587,0.450
55083,41.676,-1.050,0.439
55084,42.024,-2.121,0.414
55085,41.676,-0.859,0.443
55086,41.877,-1.259,0.434
55087,41.866,-0.756,0.447
55088,41.896,-1.022,0.440
55089,41.420,-0.497,0.451
55090,41.522,-1.041,0.438
55091,41.450,-0.759,0.445
55092,41.817,-2.124,0.412
55093,42.070,-1.877,0.420
55094,41.776,-1.584,0.426
55095,41.811,-1.858,0.419
55096,41.686,-0.287,0.458
55097,41.424,-0.238,0.457
55098,42.068,-2.324,0.409
55099,41.861,-2.333,0.407
55100,42.190,-2.098,0.415
55101,42.282,-2.394,0.408
55102,42.224,-2.258,0.411
55103,41.661,-1.316,0.432
55104,41.799,-0.463,0.454
55105,41.779,-0.314,0.457
55106,41.871,-0.587,0.451
55107,42.185,-1.923,0.419
55108,42.342,-2.457,0.407
55109,40.967,2.220,0.405
55110,41.109,1.484,0.425
55111,41.031,1.879,0.414
55112,41.231,0.726,0.444
55113,41.307,0.446,0.452
55114,41.168,1.011,0.437
55115,41.371,0.212,0.458
55116,40.899,2.371,0.401
55117,41.098,2.280,0.405
55118,41.048,2.407,0.401
55119,40.783,2.095,0.408
55120,40.688,2.304,0.402
55121,41.017,2.063,0.410
55122,41.164,1.980,0.413
55123,41.132,2.139,0.408
55124,40.830,1.842,0.414
55125,40.965,1.283,0.429
55126,41.052,1.671,0.420
55127,40.864,1.542,0.422
55128,41.243,1.611,0.422
55129,41.197,1.797,0.417
55130,40.866,2.003,0.410
55131,41.266,1.311,0.430
55132,41.330,1.449,0.427
55133,41.133,1.187,0.432
55134,42.655,-2.086,0.418
55135,42.430,-0.912,0.446
55136,42.622,-1.563,0.431
55137,42.517,-1.241,0.438
55138,42.490,-1.832,0.423
55139,42.874,-2.083,0.419
55140,42.751,-1.835,0.425
55141,42.302,-0.386,0.458
55142,42.248,-0.195,0.463
55143,42.745,-2.318,0.413
55144,42.949,-2.316,0.414
55145,42.360,-0.628,0.453
55146,42.532,-2.215,0.414
55147,42.587,-2.365,0.411
55148,42.471,-2.029,0.418
55149,42.411,-1.883,0.422
55150,42.466,-2.138,0.416
55151,41.742,2.079,0.413
55152,41.533,2.200,0.409
55153,41.368,2.286,0.406
55154,41.714,2.314,0.407
55155,41.505,2.001,0.414
55156,41.770,1.783,0.421
55157,41.331,2.408,0.403
55158,41.395,2.149,0.410
55159,41.505,2.355,0.405
55160,41.927,1.069,0.439
55161,41.841,1.439,0.430
55162,42.086,0.449,0.456
55163,42.145,0.214,0.462
55164,42.011,0.742,0.448
55165,41.278,2.466,0.401
55166,41.644,2.411,0.404
55167,41.403,2.010,0.413
55168,43.188,-0.450,0.462
55169,43.354,-1.496,0.436
55170,43.185,-0.910,0.450
55171,43.276,-1.198,0.443
55172,43.509,-1.973,0.425
55173,43.425,-1.759,0.430
55174,42.964,-0.439,0.461
55175,43.223,-0.245,0.467
55176,42.962,-0.209,0.466
55177,43.759,-2.344,0.417
55178,43.545,-2.164,0.421
55179,43.499,-2.328,0.416
55180,43.309,-0.621,0.458
55181,43.066,-0.671,0.455
55182,43.335,-0.409,0.463
55183,43.324,-0.275,0.467
55184,43.393,-0.532,0.461
55185,43.853,-2.437,0.415
55186,43.903,-2.477,0.415
55187,43.611,-2.066,0.423
55188,43.853,-2.355,0.418
55189,42.658,2.296,0.413
55190,42.529,2.155,0.415
55191,42.553,2.364,0.410
55192,42.619,1.698,0.427
55193,42.657,2.386,0.410
55194,42.572,2.297,0.412
55195,42.669,2.222,0.415
55196,42.565,1.895,0.422
55197,42.739,1.744,0.427
55198,42.690,2.101,0.418
55199,42.705,1.944,0.422
55200,42.313,2.010,0.418
55201,42.515,1.441,0.433
55202,42.397,1.681,0.427
55203,42.847,0.505,0.458
55204,42.917,0.240,0.465
55205,42.707,1.156,0.441
55206,42.769,0.829,0.450
55207,42.446,2.346,0.410
55208,42.250,2.286,0.411
55209,42.547,2.449,0.408
55210,42.626,2.459,0.408
55211,42.714,1.461,0.434
55212,42.709,2.162,0.416
55213,44.435,-2.032,0.429
55214,44.216,-2.068,0.427
55215,44.324,-2.280,0.422
55216,44.336,-1.901,0.431
55217,44.274,-2.166,0.424
55218,44.503,-2.209,0.425
55219,44.052,-1.178,0.448
55220,44.172,-1.728,0.435
55221,44.127,-1.466,0.441
55222,43.758,-0.201,0.471
55223,43.894,-0.609,0.461
55224,43.830,-0.372,0.467
55225,43.972,-0.887,0.455
55226,44.149,-2.333,0.420
55227,44.086,-2.100,0.425
55228,44.114,-2.229,0.422
55229,44.320,-2.409,0.419
55230,44.150,-2.426,0.417
55231,44.521,-2.376,0.421
55232,44.135,-1.924,0.430
55233,43.636,-0.116,0.472
55234,43.136,2.137,0.419
55235,42.925,2.314,0.414
55236,43.717,0.246,0.470
55237,43.548,0.807,0.455
55238,43.629,0.487,0.463
55239,43.316,1.554,0.435
55240,43.442,1.197,0.444
55241,42.982,2.417,0.411
55242,42.831,2.363,0.412
55243,42.848,2.442,0.410
55244,43.032,2.252,0.416
55245,43.301,2.319,0.415
55246,43.152,2.383,0.413
55247,43.026,1.953,0.423
55248,43.348,2.006,0.424
55249,43.170,1.786,0.428
55250,42.958,2.108,0.419
55251,42.855,2.258,0.415
55252,42.917,2.190,0.417
55253,43.420,2.198,0.419
55254,42.813,2.313,0.413
55255,42.954,2.017,0.421
55256,43.800,0.137,0.473
55257,44.735,-0.450,0.470
55258,45.117,-2.100,0.430
55259,44.739,-0.938,0.457
55260,44.884,-1.555,0.443
55261,44.839,-1.242,0.450
55262,44.513,-0.444,0.469
55263,44.764,-0.246,0.475
55264,44.510,-0.204,0.475
55265,44.915,-2.119,0.429
55266,45.163,-1.882,0.436
55267,44.911,-1.852,0.435
55268,45.164,-2.319,0.425
55269,44.959,-2.330,0.424
55270,45.386,-2.388,0.424
55271,45.290,-2.097,0.431
55272,45.323,-2.255,0.427
55273,44.847,-0.635,0.466
55274,44.615,-0.687,0.463
55275,45.441,-2.456,0.423
55276,44.890,-0.418,0.471
55277,44.872,-0.272,0.475
55278,44.948,-0.551,0.468
55279,45.281,-1.913,0.436
55280,44.054,2.220,0.422
55281,44.180,1.535,0.440
55282,44.120,1.881,0.431
55283,44.292,1.035,0.453
55284,44.401,0.454,0.468
55285,44.337,0.735,0.461
55286,44.468,0.212,0.474
55287,43.985,2.371,0.418
55288,44.192,2.280,0.422
55289,44.140,2.408,0.418
55290,43.879,2.103,0.424
55291,43.778,2.304,0.419
55292,44.108,2.064,0.427
55293,44.260,1.982,0.429
55294,44.226,2.138,0.425
55295,43.927,1.838,0.431
55296,44.073,1.323,0.445
55297,44.140,1.681,0.436
55298,43.952,1.546,0.438
55299,44.310,1.577,0.440
55300,44.292,1.807,0.434
55301,44.298,1.315,0.446
55302,43.957,2.004,0.427
55303,45.752,-2.086,0.433
55304,45.525,-0.909,0.462
55305,45.719,-1.563,0.446
55306,45.614,-1.241,0.454
55307,45.587,-1.832,0.439
55308,45.971,-2.083,0.434
55309,45.849,-1.835,0.440
55310,45.400,-0.384,0.474
55311,45.346,-0.195,0.479
55312,45.841,-2.318,0.428
55313,46.046,-2.316,0.429
55314,45.456,-0.622,0.469
55315,45.629,-2.215,0.429
55316,45.684,-2.365,0.426
55317,45.568,-2.029,0.434
55318,45.508,-1.883,0.437
55319,45.563,-2.138,0.431
55320,44.838,2.078,0.430
55321,44.630,2.199,0.426
55322,44.465,2.286,0.423
55323,44.811,2.314,0.424
55324,44.602,2.001,0.431
55325,44.865,1.778,0.437
55326,44.428,2.408,0.420
55327,44.492,2.149,0.427
55328,44.602,2.355,0.422
55329,45.029,1.063,0.456
55330,44.941,1.424,0.446
55331,45.183,0.449,0.472
55332,45.242,0.214,0.478
55333,45.108,0.742,0.464
55334,44.375,2.466,0.418
55335,44.741,2.411,0.421
55336,44.500,2.010,0.430
55337,46.285,-0.450,0.476
55338,46.451,-1.496,0.451
55339,46.282,-0.910,0.465
55340,46.374,-1.198,0.458
55341,46.606,-1.973,0.439
55342,46.522,-1.759,0.444
55343,46.061,-0.439,0.476
55344,46.321,-0.245,0.481
55345,46.059,-0.209,0.481
55346,46.856,-2.344,0.431
55347,46.642,-2.164,0.435
55348,46.596,-2.328,0.430
55349,46.406,-0.621,0.472
55350,46.163,-0.671,0.470
55351,46.432,-0.409,0.478
55352,46.421,-0.275,0.481
55353,46.491,-0.532,0.475
55354,46.950,-2.437,0.429
55355,47.000,-2.477,0.428
55356,46.708,-2.066,0.437
55357,46.950,-2.355,0.431
55358,45.755,2.296,0.428
55359,45.626,2.155,0.431
55360,45.650,2.364,0.426
55361,45.716,1.698,0.443
55362,45.754,2.386,0.426
55363,45.669,2.297,0.427
55364,45.766,2.222,0.430
55365,45.662,1.895,0.438
55366,45.836,1.744,0.442
55367,45.787,2.101,0.433
55368,45.803,1.944,0.437
55369,45.410,2.010,0.434
55370,45.613,1.441,0.449
55371,45.494,1.681,0.442
55372,45.944,0.505,0.473
55373,46.014,0.240,0.480
55374,45.804,1.156,0.457
55375,45.866,0.829,0.465
55376,45.543,2.346,0.426
55377,45.347,2.286,0.426
55378,45.644,2.449,0.424
55379,45.723,2.459,0.424
55380,45.811,1.461,0.449
55381,45.806,2.162,0.431
55382,47.532,-2.032,0.442
55383,47.313,-2.068,0.440
55384,47.421,-2.280,0.435
55385,47.433,-1.901,0.444
55386,47.371,-2.166,0.438
55387,47.600,-2.209,0.437
55388,47.149,-1.178,0.461
55389,47.269,-1.728,0.448
55390,47.224,-1.466,0.454
55391,46.856,-0.201,0.485
55392,46.991,-0.609,0.475
55393,46.928,-0.372,0.481
55394,47.069,-0.887,0.468
55395,47.246,-2.333,0.433
55396,47.183,-2.100,0.438
55397,47.211,-2.229,0.435
55398,47.417,-2.409,0.432
55399,47.248,-2.426,0.431
55400,47.618,-2.376,0.433
55401,47.232,-1.924,0.443
55402,46.733,-0.116,0.486
55403,46.233,2.137,0.434
55404,46.022,2.314,0.428
55405,46.814,0.246,0.483
55406,46.645,0.805,0.469
55407,46.727,0.486,0.477
55408,46.414,1.552,0.449
55409,46.540,1.195,0.459
55410,46.080,2.417,0.426
55411,45.928,2.363,0.427
55412,45.945,2.442,0.425
55413,46.129,2.252,0.430
55414,46.398,2.319,0.430
55415,46.249,2.383,0.428
55416,46.124,1.953,0.438
55417,46.446,2.004,0.438
55418,46.268,1.785,0.443
55419,46.055,2.107,0.434
55420,45.952,2.258,0.430
55421,46.014,2.190,0.432
55422,46.518,2.197,0.433
55423,45.910,2.313,0.428
55424,46.051,2.017,0.436
55425,46.897,0.137,0.486
55426,47.867,-0.588,0.479
55427,47.871,-1.052,0.467
55428,48.220,-2.118,0.442
55429,47.871,-0.861,0.472
55430,48.072,-1.260,0.463
55431,48.060,-0.757,0.476
55432,48.091,-1.023,0.469
55433,47.615,-0.499,0.480
55434,47.717,-1.044,0.467
55435,47.645,-0.762,0.474
55436,48.010,-2.124,0.441
55437,48.265,-1.872,0.448
55438,47.969,-1.586,0.454
55439,48.004,-1.857,0.448
55440,47.881,-0.288,0.487
55441,47.618,-0.239,0.487
55442,48.267,-2.325,0.437
55443,48.057,-2.336,0.436
55444,48.481,-2.394,0.436
55445,48.387,-2.095,0.443
55446,48.423,-2.257,0.439
55447,47.856,-1.320,0.461
55448,48.539,-2.457,0.435
55449,47.994,-0.464,0.483
55450,47.973,-0.314,0.486
55451,48.066,-0.587,0.480
55452,48.382,-1.919,0.448
55453,47.161,2.220,0.435
55454,47.304,1.484,0.454
55455,47.226,1.879,0.444
55456,47.426,0.726,0.474
55457,47.501,0.446,0.481
55458,47.362,1.011,0.466
55459,47.565,0.212,0.487
55460,47.091,2.371,0.431
55461,47.292,2.280,0.434
55462,47.241,2.407,0.431
55463,46.977,2.095,0.438
55464,46.881,2.304,0.432
55465,47.211,2.063,0.439
55466,47.358,1.980,0.442
55467,47.326,2.139,0.438
55468,47.024,1.842,0.444
55469,47.159,1.283,0.459
55470,47.246,1.671,0.449
55471,47.058,1.542,0.452
55472,47.437,1.611,0.452
55473,47.391,1.797,0.447
55474,47.060,2.003,0.440
55475,47.460,1.311,0.459
55476,47.524,1.449,0.456
55477,47.327,1.187,0.462
55478,48.850,-2.086,0.445
55479,48.625,-0.912,0.474
55480,48.816,-1.563,0.458
55481,48.711,-1.241,0.466
55482,48.685,-1.832,0.451
55483,49.069,-2.083,0.446
55484,48.946,-1.835,0.452
