NODE ,X [m],Y [m],Z [m]
36901,29.508,-2.530,0.315
36902,29.672,-2.530,0.317
36903,29.036,0.000,0.374
37030,29.810,0.000,0.381
37031,29.437,2.531,0.315
37032,29.324,2.531,0.314
37033,29.152,2.531,0.312
37162,30.911,-2.530,0.327
37163,30.975,-2.530,0.327
37164,31.044,-2.530,0.328
37165,31.139,-2.530,0.329
37166,31.268,-2.530,0.330
37167,31.397,-2.530,0.331
37168,31.527,-2.530,0.332
37169,30.824,0.000,0.389
37170,30.676,0.000,0.388
37171,30.437,0.000,0.386
37172,30.184,2.531,0.321
37173,30.044,2.531,0.320
37174,29.899,2.531,0.319
37175,29.754,2.531,0.317
37176,29.629,2.531,0.316
37303,31.759,-2.530,0.334
37304,31.896,-2.530,0.335
37305,32.026,-2.530,0.336
37306,32.188,-2.530,0.337
37307,32.308,-2.530,0.338
37308,31.507,0.000,0.395
37309,31.268,0.000,0.393
37310,31.074,0.000,0.391
37311,31.033,2.531,0.328
37312,30.968,2.531,0.327
37313,30.884,2.531,0.326
37314,30.801,2.531,0.326
37315,30.672,2.531,0.325
37316,30.543,2.531,0.324
37317,30.415,2.531,0.323
37446,32.521,-2.530,0.340
37447,32.646,-2.530,0.341
37448,32.777,-2.530,0.342
37449,32.133,0.000,0.400
37450,31.794,2.531,0.334
37577,33.293,-2.530,0.346
37578,32.908,0.000,0.406
37579,32.547,2.531,0.340
37580,32.447,2.531,0.339
37581,32.301,2.531,0.338
37710,34.008,-2.530,0.352
37711,34.072,-2.530,0.352
37712,34.170,-2.530,0.353
37713,34.236,-2.530,0.353
37714,34.341,-2.530,0.354
37715,34.494,-2.530,0.356
37716,34.606,-2.530,0.356
37717,33.682,0.000,0.412
37718,33.281,2.531,0.346
37719,33.142,2.531,0.345
37720,32.997,2.531,0.343
37721,32.852,2.531,0.342
37722,32.726,2.531,0.341
37849,34.856,-2.530,0.358
37850,34.993,-2.530,0.359
37851,35.127,-2.530,0.360
37852,35.284,-2.530,0.361
37853,35.405,-2.530,0.362
37854,34.456,0.000,0.418
37855,34.130,2.531,0.353
37856,34.065,2.531,0.353
37857,33.982,2.531,0.352
37858,33.898,2.531,0.351
37859,33.786,2.531,0.350
37860,33.640,2.531,0.349
37861,33.516,2.531,0.348
37990,35.557,-2.530,0.363
37991,35.620,-2.530,0.364
37992,35.718,-2.530,0.364
37993,35.785,-2.530,0.365
37994,35.890,-2.530,0.365
37995,36.043,-2.530,0.366
37996,36.155,-2.530,0.367
37997,35.231,0.000,0.424
37998,34.832,2.531,0.358
37999,34.694,2.531,0.357
38000,34.548,2.531,0.356
38001,34.402,2.531,0.355
38002,34.275,2.531,0.355
38129,36.423,-2.530,0.369
38130,36.579,-2.530,0.370
38131,36.810,-2.530,0.371
38132,36.990,-2.333,0.378
38133,36.940,-2.136,0.382
38134,36.876,-1.885,0.388
38135,36.811,-1.635,0.394
38136,36.727,-1.307,0.402
38137,36.643,-0.980,0.409
38138,36.568,-0.686,0.416
38139,36.493,-0.393,0.423
38140,36.442,-0.196,0.427
38141,36.005,0.000,0.429
38142,36.341,0.197,0.427
38143,36.291,0.395,0.421
38144,36.215,0.690,0.414
38145,36.139,0.986,0.406
38146,36.024,1.436,0.394
38147,35.908,1.887,0.382
38148,35.826,2.209,0.373
38149,35.462,2.531,0.362
38150,35.282,2.531,0.361
38151,35.086,2.531,0.360
38276,37.280,-2.530,0.375
38277,37.519,-2.530,0.376
38278,37.709,-2.530,0.378
38279,36.779,0.000,0.435
38280,36.394,2.531,0.369
38281,36.269,2.531,0.368
38282,36.006,2.531,0.366
38407,37.940,-2.530,0.379
38408,38.064,-2.530,0.380
38409,38.327,-2.530,0.382
38410,38.538,-2.330,0.388
38411,38.487,-2.130,0.393
38412,38.421,-1.872,0.399
38413,38.355,-1.614,0.405
38414,38.273,-1.296,0.412
38415,38.192,-0.979,0.420
38416,38.117,-0.686,0.426
38417,38.041,-0.393,0.433
38418,37.991,-0.196,0.438
38419,37.406,0.000,0.439
38420,37.891,0.194,0.437
38421,37.841,0.390,0.432
38422,37.766,0.680,0.424
38423,37.692,0.971,0.416
38424,37.574,1.430,0.404
38425,37.457,1.889,0.392
38426,37.367,2.237,0.383
38427,37.053,2.531,0.373
38428,36.815,2.531,0.372
38429,36.666,2.531,0.371
38494,38.819,-2.530,0.385
38495,39.049,-2.530,0.386
38496,39.239,-2.530,0.388
38497,38.328,0.000,0.445
38498,37.908,2.531,0.379
38499,37.750,2.531,0.378
38500,37.521,2.531,0.376
38559,39.520,-2.530,0.390
38560,39.677,-2.530,0.391
38561,39.907,-2.530,0.392
38562,40.088,-2.333,0.398
38563,40.037,-2.136,0.403
38564,39.973,-1.885,0.409
38565,39.908,-1.635,0.415
38566,39.825,-1.307,0.422
38567,39.741,-0.980,0.430
38568,39.665,-0.686,0.437
38569,39.590,-0.393,0.444
38570,39.540,-0.196,0.448
38571,39.102,0.000,0.450
38572,39.439,0.197,0.447
38573,39.388,0.395,0.442
38574,39.312,0.690,0.434
38575,39.237,0.986,0.426
38576,39.121,1.436,0.414
38577,39.006,1.887,0.402
38578,38.923,2.209,0.394
38579,38.559,2.531,0.383
38580,38.379,2.531,0.382
38581,38.183,2.531,0.381
38644,40.377,-2.530,0.395
38645,40.616,-2.530,0.396
38646,40.806,-2.530,0.397
38647,39.876,0.000,0.455
38648,39.491,2.531,0.390
38649,39.366,2.531,0.389
38650,39.104,2.531,0.387
38713,41.037,-2.530,0.398
38714,41.161,-2.530,0.399
38715,41.424,-2.530,0.400
38716,41.635,-2.330,0.406
38717,41.584,-2.130,0.411
38718,41.518,-1.872,0.417
38719,41.452,-1.614,0.423
38720,41.370,-1.296,0.431
38721,41.289,-0.979,0.438
38722,41.214,-0.686,0.445
38723,41.138,-0.393,0.452
38724,41.088,-0.196,0.457
38725,40.503,0.000,0.459
38726,40.988,0.194,0.456
38727,40.938,0.390,0.451
38728,40.863,0.680,0.443
38729,40.789,0.971,0.436
38730,40.671,1.430,0.424
38731,40.554,1.889,0.412
38732,40.465,2.237,0.402
38733,40.151,2.531,0.393
38734,39.912,2.531,0.392
38735,39.763,2.531,0.391
38800,41.916,-2.530,0.403
38801,42.146,-2.530,0.404
38802,42.336,-2.530,0.405
38803,41.425,0.000,0.463
38804,41.007,2.531,0.398
38805,40.851,2.531,0.397
38806,40.620,2.531,0.396
38865,42.617,-2.530,0.407
38866,42.774,-2.530,0.407
38867,43.005,-2.530,0.409
38868,43.185,-2.333,0.415
38869,43.134,-2.136,0.419
38870,43.070,-1.885,0.425
38871,43.006,-1.635,0.431
38872,42.922,-1.307,0.439
38873,42.838,-0.980,0.446
38874,42.762,-0.686,0.453
38875,42.687,-0.393,0.460
38876,42.637,-0.196,0.465
38877,42.199,0.000,0.468
38878,42.536,0.197,0.464
38879,42.485,0.395,0.459
38880,42.409,0.690,0.451
38881,42.334,0.986,0.444
38882,42.218,1.436,0.432
38883,42.103,1.887,0.420
38884,42.020,2.209,0.411
38885,41.656,2.531,0.401
38886,41.476,2.531,0.400
38887,41.280,2.531,0.399
38950,43.474,-2.530,0.411
38951,43.713,-2.530,0.412
38952,43.904,-2.530,0.413
38953,42.973,0.000,0.472
38954,42.588,2.531,0.406
38955,42.463,2.531,0.406
38956,42.201,2.531,0.404
39019,44.134,-2.530,0.415
39020,44.258,-2.530,0.415
39021,44.521,-2.530,0.417
39022,44.733,-2.332,0.423
39023,44.682,-2.133,0.427
39024,44.616,-1.877,0.434
39025,44.551,-1.621,0.440
39026,44.469,-1.302,0.447
39027,44.387,-0.983,0.455
39028,44.312,-0.689,0.462
39029,44.236,-0.394,0.469
39030,44.185,-0.197,0.473
39031,43.600,0.000,0.475
39032,44.085,0.195,0.473
39033,44.035,0.391,0.468
39034,43.960,0.682,0.460
39035,43.885,0.974,0.452
39036,43.768,1.434,0.440
39037,43.650,1.893,0.428
39038,43.561,2.238,0.419
39039,43.248,2.531,0.410
39040,43.009,2.531,0.409
39041,42.861,2.531,0.408
39106,45.018,-2.530,0.419
39107,45.252,-2.530,0.420
39108,45.436,-2.530,0.421
39109,44.522,0.000,0.480
39110,44.104,2.531,0.415
39111,43.948,2.531,0.414
39112,43.717,2.531,0.413
39171,45.714,-2.530,0.422
39172,45.870,-2.530,0.422
39173,46.101,-2.530,0.423
39174,46.282,-2.333,0.429
39175,46.231,-2.136,0.434
39176,46.167,-1.885,0.440
39177,46.103,-1.635,0.446
39178,46.019,-1.307,0.454
39179,45.935,-0.980,0.461
39180,45.860,-0.686,0.469
39181,45.784,-0.393,0.476
39182,45.734,-0.196,0.480
39183,45.296,0.000,0.483
39184,45.633,0.197,0.480
39185,45.582,0.395,0.475
39186,45.507,0.690,0.467
39187,45.431,0.986,0.459
39188,45.315,1.436,0.448
39189,45.200,1.887,0.436
39190,45.117,2.209,0.428
39191,44.753,2.531,0.418
39192,44.573,2.531,0.417
39193,44.377,2.531,0.417
39256,46.571,-2.530,0.425
39257,46.810,-2.530,0.426
39258,47.001,-2.530,0.427
39259,46.071,0.000,0.487
39260,45.685,2.531,0.422
39261,45.561,2.531,0.421
39262,45.298,2.531,0.420
39325,47.231,-2.530,0.428
39326,47.356,-2.530,0.428
39327,47.618,-2.530,0.429
39328,47.830,-2.332,0.435
39329,47.779,-2.133,0.440
39330,47.714,-1.877,0.446
39331,47.648,-1.621,0.452
39332,47.566,-1.302,0.460
39333,47.484,-0.983,0.468
39334,47.409,-0.689,0.475
39335,47.333,-0.394,0.482
39336,47.283,-0.197,0.486
39337,46.697,0.000,0.489
39338,47.182,0.194,0.486
39339,47.132,0.390,0.481
39340,47.058,0.680,0.473
39341,46.983,0.971,0.466
39342,46.866,1.430,0.454
39343,46.748,1.889,0.442
39344,46.659,2.237,0.433
39345,46.345,2.531,0.424
39346,46.106,2.531,0.423
39347,45.958,2.531,0.423
39412,48.115,-2.530,0.431
39413,48.349,-2.530,0.432
39414,48.533,-2.530,0.433
39415,47.619,0.000,0.493
39416,47.200,2.531,0.428
39417,47.042,2.531,0.427
39418,46.813,2.531,0.426
39477,48.811,-2.530,0.434
39478,48.967,-2.530,0.435
39479,49.198,-2.530,0.436
39480,49.379,-2.333,0.441
39481,49.328,-2.136,0.446
39482,49.264,-1.885,0.452
39483,49.200,-1.635,0.458
39484,49.116,-1.307,0.466
39485,49.032,-0.980,0.474
39486,48.957,-0.686,0.481
39487,48.881,-0.393,0.488
39488,48.831,-0.196,0.493
39489,48.394,0.000,0.496
39490,48.730,0.197,0.492
39491,48.680,0.395,0.487
39492,48.604,0.690,0.479
39493,48.528,0.986,0.472
39494,48.413,1.436,0.460
39495,48.297,1.887,0.448
39496,48.215,2.209,0.440
39497,47.850,2.531,0.430
39498,47.670,2.531,0.430
39499,47.474,2.531,0.429
39562,49.669,-2.530,0.438
39563,49.907,-2.530,0.438
39564,50.098,-2.530,0.439
39565,49.168,0.000,0.499
39566,48.782,2.531,0.434
39567,48.658,2.531,0.434
39568,48.395,2.531,0.432
39631,50.328,-2.530,0.440
39632,50.453,-2.530,0.440
39633,50.715,-2.530,0.441
39634,50.927,-2.332,0.446
39635,50.877,-2.134,0.451
39636,50.811,-1.879,0.457
39637,50.746,-1.623,0.463
39638,50.662,-1.295,0.471
39639,50.578,-0.968,0.479
39640,50.503,-0.678,0.486
39641,50.429,-0.389,0.493
39642,50.379,-0.194,0.498
39643,49.794,0.000,0.501
39644,50.279,0.194,0.498
39645,50.229,0.390,0.493
39646,50.155,0.680,0.485
39647,50.081,0.971,0.478
39648,49.963,1.430,0.466
39649,49.845,1.889,0.454
39650,49.756,2.237,0.445
39651,49.442,2.531,0.437
39652,49.203,2.531,0.436
39653,49.055,2.531,0.435
39718,51.208,-2.530,0.442
39719,51.437,-2.530,0.442
39720,51.628,-2.530,0.443
39721,50.716,0.000,0.504
39722,50.297,2.531,0.439
39723,50.139,2.531,0.439
39724,49.910,2.531,0.438
39783,51.909,-2.530,0.444
39784,52.065,-2.530,0.444
39785,52.296,-2.530,0.445
39786,52.476,-2.333,0.450
39787,52.426,-2.136,0.455
39788,52.361,-1.885,0.461
39789,52.297,-1.635,0.467
39790,52.213,-1.307,0.475
39791,52.129,-0.980,0.483
39792,52.054,-0.686,0.490
39793,51.979,-0.393,0.497
39794,51.928,-0.196,0.502
39795,51.491,0.000,0.506
39796,51.827,0.197,0.502
39797,51.777,0.395,0.497
39798,51.701,0.690,0.489
39799,51.625,0.986,0.481
39800,51.510,1.436,0.470
39801,51.394,1.887,0.458
39802,51.312,2.209,0.450
39803,50.947,2.531,0.441
39804,50.767,2.531,0.441
39805,50.572,2.531,0.440
39868,52.766,-2.530,0.446
39869,53.004,-2.530,0.446
39870,53.195,-2.530,0.447
39871,52.265,0.000,0.508
39872,51.879,2.531,0.444
39873,51.755,2.531,0.443
39874,51.492,2.531,0.443
39937,53.425,-2.530,0.448
39938,53.550,-2.530,0.448
39939,53.813,-2.530,0.449
39940,54.024,-2.330,0.454
39941,53.973,-2.130,0.459
39942,53.907,-1.872,0.465
39943,53.840,-1.614,0.472
39944,53.759,-1.296,0.479
39945,53.678,-0.979,0.487
39946,53.602,-0.686,0.494
39947,53.527,-0.393,0.501
39948,53.477,-0.196,0.506
39949,52.892,0.000,0.509
39950,53.377,0.194,0.506
39951,53.327,0.390,0.501
39952,53.252,0.680,0.493
39953,53.178,0.971,0.486
39954,53.060,1.430,0.474
39955,52.942,1.889,0.462
39956,52.853,2.237,0.453
39957,52.539,2.531,0.445
39958,52.300,2.531,0.445
39959,52.152,2.531,0.444
40024,54.305,-2.530,0.450
40025,54.534,-2.530,0.450
40026,54.725,-2.530,0.451
40027,53.814,0.000,0.512
40028,53.394,2.531,0.447
40029,53.236,2.531,0.447
40030,53.007,2.531,0.446
40089,55.006,-2.530,0.451
40090,55.161,-2.530,0.452
40091,55.393,-2.530,0.452
40092,55.575,-2.339,0.457
40093,55.526,-2.147,0.462
40094,55.463,-1.904,0.468
40095,55.401,-1.661,0.474
40096,55.316,-1.328,0.482
40097,55.230,-0.996,0.490
40098,55.154,-0.697,0.497
40099,55.077,-0.398,0.505
40100,55.026,-0.199,0.510
40101,54.588,0.000,0.514
40102,54.924,0.197,0.510
40103,54.874,0.395,0.505
40104,54.798,0.690,0.497
40105,54.722,0.986,0.490
40106,54.607,1.436,0.478
40107,54.491,1.887,0.467
40108,54.409,2.209,0.459
40109,54.041,2.531,0.450
40110,53.858,2.531,0.449
40111,53.668,2.531,0.448
40174,55.863,-2.530,0.453
40175,56.102,-2.530,0.453
40176,56.292,-2.530,0.453
40177,55.362,0.000,0.515
40178,54.976,2.531,0.451
40179,54.852,2.531,0.451
40180,54.589,2.531,0.451
40243,56.523,-2.530,0.453
40244,56.647,-2.530,0.454
40245,56.910,-2.530,0.454
40246,57.121,-2.330,0.459
40247,57.070,-2.129,0.464
40248,57.003,-1.871,0.470
40249,56.937,-1.613,0.477
40250,56.856,-1.296,0.485
40251,56.775,-0.979,0.492
40252,56.699,-0.686,0.500
40253,56.624,-0.392,0.507
40254,56.574,-0.196,0.512
40255,55.989,0.000,0.516
40256,56.474,0.194,0.512
40257,56.424,0.390,0.507
40258,56.349,0.680,0.499
40259,56.275,0.971,0.492
40260,56.157,1.430,0.480
40261,56.040,1.889,0.469
40262,55.950,2.237,0.460
40263,55.636,2.531,0.452
40264,55.397,2.531,0.452
40265,55.249,2.531,0.452
40330,57.402,-2.530,0.454
40331,57.631,-2.530,0.455
40332,57.827,-2.530,0.455
40333,56.911,0.000,0.517
40334,56.491,2.531,0.453
40335,56.333,2.531,0.453
40336,56.104,2.531,0.453
40395,58.103,-2.530,0.455
40396,58.259,-2.530,0.456
40397,58.490,-2.530,0.456
40398,58.669,-2.328,0.461
40399,58.617,-2.125,0.466
40400,58.552,-1.870,0.472
40401,58.486,-1.615,0.479
40402,58.406,-1.302,0.486
40403,58.326,-0.989,0.494
40404,58.250,-0.692,0.501
40405,58.174,-0.396,0.509
40406,58.123,-0.198,0.514
40407,57.685,0.000,0.518
40408,58.022,0.197,0.514
40409,57.971,0.395,0.509
40410,57.895,0.690,0.501
40411,57.820,0.986,0.494
40412,57.704,1.436,0.482
40413,57.588,1.887,0.471
40414,57.506,2.209,0.463
40415,57.141,2.531,0.454
40416,56.962,2.531,0.454
40417,56.766,2.531,0.454
40480,58.960,-2.530,0.456
40481,59.199,-2.530,0.457
40482,59.389,-2.530,0.457
40483,58.459,0.000,0.519
40484,58.074,2.531,0.455
40485,57.949,2.531,0.455
40486,57.686,2.531,0.455
40549,59.620,-2.530,0.457
40550,59.744,-2.530,0.457
40551,60.007,-2.530,0.458
40552,60.218,-2.330,0.463
40553,60.167,-2.129,0.468
40554,60.101,-1.871,0.474
40555,60.034,-1.613,0.481
40556,59.953,-1.296,0.489
40557,59.872,-0.979,0.496
40558,59.797,-0.686,0.504
40559,59.722,-0.392,0.511
40560,59.671,-0.196,0.516
40561,59.086,0.000,0.520
40562,59.571,0.195,0.516
40563,59.521,0.391,0.511
40564,59.446,0.682,0.503
40565,59.371,0.974,0.496
40566,59.253,1.434,0.484
40567,59.135,1.893,0.473
40568,59.047,2.238,0.464
40569,58.733,2.531,0.456
40570,58.495,2.531,0.456
40571,58.346,2.531,0.456
40636,60.504,-2.530,0.458
40637,60.738,-2.530,0.458
40638,60.926,-2.530,0.458
40639,60.008,0.000,0.521
40640,59.590,2.531,0.457
40641,59.434,2.531,0.457
40642,59.203,2.531,0.457
40701,61.200,-2.530,0.458
40702,61.357,-2.530,0.458
40703,61.587,-2.530,0.458
40704,61.766,-2.328,0.463
40705,61.714,-2.125,0.468
40706,61.649,-1.870,0.475
40707,61.584,-1.615,0.481
40708,61.503,-1.302,0.489
40709,61.423,-0.989,0.497
40710,61.347,-0.692,0.504
40711,61.271,-0.396,0.511
40712,61.220,-0.198,0.516
40713,60.782,0.000,0.521
40714,61.119,0.197,0.516
40715,61.068,0.395,0.511
40716,60.993,0.690,0.504
40717,60.917,0.986,0.496
40718,60.801,1.436,0.485
40719,60.686,1.887,0.474
40720,60.603,2.209,0.466
40721,60.239,2.531,0.458
40722,60.059,2.531,0.458
40723,59.863,2.531,0.458
40786,62.057,-2.530,0.458
40787,62.296,-2.530,0.458
40788,62.487,-2.530,0.458
40789,61.557,0.000,0.521
40790,61.171,2.531,0.458
40791,61.046,2.531,0.458
40792,60.783,2.531,0.458
40855,62.717,-2.530,0.458
40856,62.841,-2.530,0.458
40857,63.104,-2.530,0.458
40858,63.316,-2.332,0.463
40859,63.265,-2.134,0.468
40860,63.200,-1.878,0.474
40861,63.134,-1.622,0.480
40862,63.050,-1.295,0.489
40863,62.966,-0.967,0.497
40864,62.892,-0.678,0.504
40865,62.818,-0.389,0.511
40866,62.768,-0.194,0.516
40867,62.183,0.000,0.521
40868,62.668,0.194,0.516
40869,62.618,0.390,0.511
40870,62.544,0.680,0.504
40871,62.469,0.971,0.497
40872,62.351,1.430,0.485
40873,62.234,1.889,0.474
40874,62.145,2.237,0.465
40875,61.830,2.531,0.458
40876,61.592,2.531,0.458
40877,61.443,2.531,0.458
40942,63.601,-2.530,0.457
40943,63.835,-2.530,0.457
40944,64.023,-2.530,0.457
40945,63.105,0.000,0.521
40946,62.687,2.531,0.458
40947,62.531,2.531,0.458
40948,62.300,2.531,0.458
41007,64.297,-2.530,0.457
41008,64.453,-2.530,0.457
41009,64.684,-2.530,0.457
41010,64.865,-2.335,0.462
41011,64.815,-2.139,0.467
41012,64.756,-1.910,0.473
41013,64.688,-1.645,0.479
41014,64.607,-1.326,0.487
41015,64.525,-1.008,0.495
41016,64.448,-0.706,0.503
41017,64.370,-0.404,0.510
41018,64.318,-0.202,0.515
41019,63.879,0.000,0.521
41020,64.216,0.197,0.516
41021,64.165,0.395,0.511
41022,64.090,0.690,0.503
41023,64.014,0.986,0.496
41024,63.898,1.436,0.485
41025,63.783,1.887,0.473
41026,63.700,2.209,0.465
41027,63.336,2.531,0.458
41028,63.156,2.531,0.458
41029,62.960,2.531,0.458
41092,65.154,-2.530,0.457
41093,65.393,-2.530,0.456
41094,65.584,-2.530,0.456
41095,64.654,0.000,0.520
41096,64.268,2.531,0.458
41097,64.143,2.531,0.458
41098,63.881,2.531,0.458
41161,65.814,-2.530,0.456
41162,65.938,-2.530,0.455
41163,66.201,-2.530,0.455
41164,66.412,-2.330,0.460
41165,66.361,-2.129,0.465
41166,66.295,-1.871,0.471
41167,66.229,-1.613,0.478
41168,66.147,-1.296,0.486
41169,66.066,-0.979,0.494
41170,65.991,-0.686,0.501
41171,65.916,-0.392,0.509
41172,65.866,-0.196,0.514
41173,65.280,0.000,0.520
41174,65.765,0.194,0.514
41175,65.715,0.390,0.509
41176,65.641,0.680,0.502
41177,65.566,0.971,0.495
41178,65.449,1.430,0.484
41179,65.331,1.889,0.472
41180,65.242,2.237,0.464
41181,64.928,2.531,0.457
41182,64.689,2.531,0.457
41183,64.540,2.531,0.457
41248,66.693,-2.530,0.454
41249,66.923,-2.530,0.454
41250,67.118,-2.530,0.454
41251,66.202,0.000,0.518
41252,65.784,2.531,0.456
41253,65.628,2.531,0.456
41254,65.397,2.531,0.456
41313,67.395,-2.530,0.453
41314,67.551,-2.530,0.453
41315,67.782,-2.530,0.453
41316,67.961,-2.328,0.457
41317,67.909,-2.125,0.463
41318,67.843,-1.870,0.469
41319,67.778,-1.615,0.476
41320,67.698,-1.302,0.484
41321,67.617,-0.989,0.491
41322,67.541,-0.692,0.499
41323,67.465,-0.396,0.507
41324,67.415,-0.198,0.512
41325,66.977,0.000,0.517
41326,67.313,0.197,0.512
41327,67.263,0.395,0.507
41328,67.187,0.690,0.500
41329,67.111,0.986,0.492
41330,66.996,1.436,0.481
41331,66.880,1.887,0.470
41332,66.797,2.209,0.462
41333,66.433,2.531,0.455
41334,66.254,2.531,0.455
41335,66.057,2.531,0.455
41398,68.251,-2.530,0.452
41399,68.490,-2.530,0.452
41400,68.681,-2.530,0.451
41401,67.751,0.000,0.516
41402,67.365,2.531,0.453
41403,67.241,2.531,0.453
41404,66.978,2.531,0.454
41467,68.911,-2.530,0.451
41468,69.036,-2.530,0.451
41469,69.298,-2.530,0.450
41470,69.510,-2.330,0.455
41471,69.458,-2.129,0.460
41472,69.392,-1.871,0.467
41473,69.326,-1.613,0.473
41474,69.245,-1.296,0.481
41475,69.163,-0.979,0.489
41476,69.088,-0.686,0.497
41477,69.013,-0.392,0.504
41478,68.963,-0.196,0.509
41479,68.378,0.000,0.515
41480,68.863,0.194,0.510
41481,68.812,0.390,0.505
41482,68.738,0.680,0.498
41483,68.664,0.971,0.490
41484,68.546,1.430,0.479
41485,68.428,1.889,0.468
41486,68.339,2.237,0.459
41487,68.025,2.531,0.452
41488,67.786,2.531,0.453
41489,67.638,2.531,0.453
41554,69.795,-2.530,0.450
41555,70.029,-2.530,0.449
41556,70.217,-2.530,0.449
41557,69.300,0.000,0.514
41558,68.882,2.531,0.451
41559,68.725,2.531,0.451
41560,68.494,2.531,0.452
41619,70.491,-2.530,0.448
41620,70.647,-2.530,0.448
41621,70.878,-2.530,0.447
41622,71.060,-2.335,0.451
41623,71.009,-2.139,0.456
41624,70.946,-1.892,0.462
41625,70.883,-1.645,0.469
41626,70.801,-1.327,0.477
41627,70.719,-1.008,0.485
41628,70.642,-0.706,0.493
41629,70.565,-0.404,0.501
41630,70.513,-0.202,0.506
41631,70.074,0.000,0.512
41632,70.410,0.197,0.506
41633,70.360,0.395,0.502
41634,70.284,0.690,0.494
41635,70.208,0.986,0.487
41636,70.093,1.436,0.476
41637,69.977,1.887,0.465
41638,69.895,2.209,0.458
41639,69.527,2.531,0.450
41640,69.344,2.531,0.450
41641,69.153,2.531,0.451
41704,71.348,-2.530,0.445
41705,71.587,-2.530,0.445
41706,71.778,-2.530,0.444
41707,70.848,0.000,0.510
41708,70.462,2.531,0.448
41709,70.338,2.531,0.448
41710,70.075,2.531,0.449
41773,72.008,-2.530,0.444
41774,72.133,-2.530,0.443
41775,72.395,-2.530,0.442
41776,72.607,-2.330,0.447
41777,72.555,-2.129,0.452
41778,72.489,-1.871,0.459
41779,72.423,-1.613,0.465
41780,72.342,-1.296,0.473
41781,72.260,-0.979,0.482
41782,72.185,-0.686,0.489
41783,72.110,-0.392,0.497
41784,72.060,-0.196,0.502
41785,71.475,0.000,0.508
41786,71.960,0.194,0.502
41787,71.910,0.390,0.497
41788,71.835,0.680,0.490
41789,71.761,0.971,0.483
41790,71.643,1.430,0.472
41791,71.525,1.889,0.461
41792,71.436,2.237,0.452
41793,71.122,2.531,0.446
41794,70.883,2.531,0.447
41795,70.735,2.531,0.447
41860,72.892,-2.530,0.441
41861,73.126,-2.530,0.440
41862,73.314,-2.530,0.440
41863,72.397,0.000,0.506
41864,71.977,2.531,0.444
41865,71.819,2.531,0.444
41866,71.590,2.531,0.445
41925,73.588,-2.530,0.439
41926,73.744,-2.530,0.439
41927,73.975,-2.530,0.438
41928,74.157,-2.335,0.442
41929,74.107,-2.139,0.447
41930,74.048,-1.910,0.453
41931,73.980,-1.645,0.460
41932,73.898,-1.326,0.468
41933,73.817,-1.008,0.476
41934,73.739,-0.706,0.484
41935,73.662,-0.404,0.492
41936,73.610,-0.202,0.497
41937,73.171,0.000,0.504
41938,73.508,0.197,0.498
41939,73.457,0.395,0.493
41940,73.381,0.690,0.486
41941,73.305,0.986,0.478
41942,73.190,1.436,0.468
41943,73.074,1.887,0.457
41944,72.992,2.209,0.449
41945,72.627,2.531,0.442
41946,72.447,2.531,0.442
41947,72.252,2.531,0.443
42010,74.446,-2.530,0.437
42011,74.684,-2.530,0.436
42012,74.875,-2.530,0.435
42013,73.945,0.000,0.501
42014,73.559,2.531,0.439
42015,73.435,2.531,0.440
42016,73.172,2.531,0.440
42079,75.105,-2.530,0.435
42080,75.230,-2.530,0.434
42081,75.493,-2.530,0.433
42082,75.705,-2.332,0.437
42083,75.654,-2.134,0.442
42084,75.588,-1.878,0.449
42085,75.522,-1.622,0.455
42086,75.439,-1.295,0.464
42087,75.355,-0.967,0.472
42088,75.281,-0.678,0.480
42089,75.206,-0.389,0.488
42090,75.157,-0.194,0.493
42091,74.571,0.000,0.499
42092,75.057,0.194,0.493
42093,75.007,0.390,0.488
42094,74.932,0.680,0.481
42095,74.858,0.971,0.474
42096,74.740,1.430,0.463
42097,74.622,1.889,0.452
42098,74.533,2.237,0.444
42099,74.219,2.531,0.438
42100,73.980,2.531,0.438
42101,73.832,2.531,0.438
42166,75.989,-2.530,0.431
42167,76.223,-2.530,0.430
42168,76.412,-2.530,0.429
42169,75.494,0.000,0.496
42170,75.076,2.531,0.435
42171,74.919,2.531,0.435
42172,74.689,2.531,0.436
42231,76.685,-2.530,0.428
42232,76.841,-2.530,0.427
42233,77.073,-2.530,0.426
42234,77.254,-2.335,0.430
42235,77.204,-2.139,0.435
42236,77.145,-1.910,0.441
42237,77.077,-1.645,0.448
42238,76.995,-1.326,0.457
42239,76.914,-1.008,0.465
42240,76.836,-0.706,0.473
42241,76.759,-0.404,0.481
42242,76.707,-0.202,0.486
42243,76.268,0.000,0.493
42244,76.605,0.197,0.486
42245,76.554,0.395,0.482
42246,76.478,0.690,0.475
42247,76.403,0.986,0.468
42248,76.287,1.436,0.457
42249,76.171,1.887,0.446
42250,76.089,2.209,0.438
42251,75.725,2.531,0.432
42252,75.545,2.531,0.433
42253,75.349,2.531,0.433
42316,77.543,-2.530,0.424
42317,77.781,-2.530,0.423
42318,77.972,-2.530,0.422
42319,77.043,0.000,0.490
42320,76.656,2.531,0.428
42321,76.532,2.531,0.428
42322,76.269,2.531,0.430
42385,78.203,-2.530,0.421
42386,78.327,-2.530,0.421
42387,78.590,-2.530,0.420
42388,78.801,-2.330,0.424
42389,78.750,-2.129,0.429
42390,78.684,-1.871,0.436
